ID_DISTRITO_LOCAL,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,PNA,MORENA,PH,PES,PPG,PRI_PVEM,PRD_PT,PRI_PVEM_NA,PRI_NA,PVEM_NA,CAN_IND,NUM_VOTOS_CAN_NREG,VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION,,
9,ACAPULCO DE JUAREZ,323,B,21,119,263,9,17,6,6,1,1,0,2,0,1,,,,,0,29,475,708,67.09%,,
9,ACAPULCO DE JUAREZ,323,C1,14,157,225,9,8,2,1,3,1,0,3,0,1,,,,,0,30,454,707,64.21%,,
9,ACAPULCO DE JUAREZ,324,B,16,235,38,0,21,8,33,5,1,2,4,0,0,,,,,0,31,394,650,60.62%,,
9,ACAPULCO DE JUAREZ,325,B,1,51,39,3,5,46,1,0,1,0,1,0,0,,,,,0,15,163,266,61.28%,,
9,ACAPULCO DE JUAREZ,326,B,11,142,65,5,19,91,3,4,1,0,2,0,0,,,,,0,23,366,564,64.89%,,
9,ACAPULCO DE JUAREZ,327,B,19,287,93,25,35,5,11,2,0,0,4,0,3,,,,,0,29,513,749,68.49%,,
9,ACAPULCO DE JUAREZ,328,B,36,195,169,0,9,10,1,5,0,0,6,0,0,,,,,0,29,460,678,67.85%,,
9,ACAPULCO DE JUAREZ,328,E1,2,20,19,5,10,4,1,1,1,4,3,0,1,,,,,0,10,81,140,57.86%,,
9,ACAPULCO DE JUAREZ,328,E2,4,51,22,3,19,1,2,5,0,0,0,0,1,,,,,0,2,110,247,44.53%,,
9,ACAPULCO DE JUAREZ,329,B,3,101,74,3,13,1,2,0,1,2,0,0,0,,,,,0,29,229,405,56.54%,,
9,ACAPULCO DE JUAREZ,329,C1,3,120,60,9,8,2,3,1,1,2,1,0,0,,,,,0,26,236,404,58.42%,,
9,ACAPULCO DE JUAREZ,330,B,9,127,53,3,10,4,1,3,0,4,2,0,0,,,,,0,22,238,381,62.47%,,
9,ACAPULCO DE JUAREZ,330,C1,3,116,57,2,13,4,2,7,0,0,2,0,0,,,,,0,27,233,380,61.32%,,
9,ACAPULCO DE JUAREZ,331,B,9,163,136,7,15,11,5,9,5,0,7,0,0,,,,,0,41,408,721,56.59%,,
9,ACAPULCO DE JUAREZ,331,C1,7,232,107,17,3,5,3,14,4,1,7,0,0,,,,,0,18,418,720,58.06%,,
9,ACAPULCO DE JUAREZ,332,B,8,28,196,1,3,0,1,1,0,1,0,0,0,,,,,0,10,249,313,79.55%,,
9,ACAPULCO DE JUAREZ,335,B,8,103,75,4,25,4,1,7,1,1,4,0,0,,,,,0,40,273,508,53.74%,,
9,ACAPULCO DE JUAREZ,335,C1,14,108,78,11,46,4,0,6,1,1,1,0,4,,,,,0,33,307,507,60.55%,,
9,ACAPULCO DE JUAREZ,335,C2,14,99,81,13,26,4,0,7,1,0,2,0,3,,,,,0,39,289,507,57.00%,,
9,ACAPULCO DE JUAREZ,336,B,44,153,107,9,12,10,1,12,0,0,6,0,0,,,,,0,36,390,617,63.21%,,
9,ACAPULCO DE JUAREZ,336,C1,50,117,115,10,16,12,8,14,5,0,4,0,2,,,,,0,39,392,616,63.64%,,
9,ACAPULCO DE JUAREZ,339,B,27,108,123,54,20,9,5,8,0,0,5,0,2,,,,,0,41,402,576,69.79%,,
9,ACAPULCO DE JUAREZ,339,C1,21,111,121,36,30,18,2,5,4,1,2,0,4,,,,,0,44,399,576,69.27%,,
9,ACAPULCO DE JUAREZ,339,C2,17,136,112,34,26,15,6,7,0,0,3,0,4,,,,,0,44,404,575,70.26%,,
9,ACAPULCO DE JUAREZ,340,B,2,178,50,44,10,36,38,1,1,0,2,0,3,,,,,0,45,410,661,62.03%,,
9,ACAPULCO DE JUAREZ,341,B,0,187,84,68,8,12,5,4,0,0,0,0,0,,,,,0,16,384,460,83.48%,,
9,ACAPULCO DE JUAREZ,342,B,0,28,32,2,27,34,2,0,0,0,0,0,0,,,,,0,4,129,226,57.08%,,
9,ACAPULCO DE JUAREZ,348,B,1,25,60,1,42,33,0,0,0,0,0,0,0,,,,,0,16,178,243,73.25%,,
9,ACAPULCO DE JUAREZ,349,B,3,85,156,29,17,35,1,2,0,3,6,0,2,,,,,0,19,358,537,66.67%,,
9,ACAPULCO DE JUAREZ,350,B,0,168,38,15,14,51,1,0,0,0,0,0,0,,,,,0,41,328,422,77.73%,,
9,ACAPULCO DE JUAREZ,350,C1,0,140,49,5,30,70,4,0,0,0,0,0,0,,,,,0,21,319,422,75.59%,,
9,ACAPULCO DE JUAREZ,351,B,1,110,179,38,54,4,0,20,0,0,0,0,7,,,,,0,37,450,553,81.37%,,
9,ACAPULCO DE JUAREZ,351,C1,1,107,166,48,84,10,0,8,0,0,0,0,7,,,,,0,13,444,553,80.29%,,
9,ACAPULCO DE JUAREZ,352,B,0,101,92,80,58,9,11,3,0,0,0,0,0,,,,,0,24,378,509,74.26%,,
9,ACAPULCO DE JUAREZ,356,B,26,129,136,0,16,91,2,0,0,6,2,0,0,,,,,0,24,432,678,63.72%,,
9,ACAPULCO DE JUAREZ,356,C1,27,138,90,3,23,56,3,5,1,4,0,0,0,,,,,0,18,368,678,54.28%,,
9,ACAPULCO DE JUAREZ,356,C2,29,135,105,2,18,60,7,5,3,0,2,0,0,,,,,2,24,392,678,57.82%,,
9,ACAPULCO DE JUAREZ,357,B,6,132,65,12,6,14,6,5,1,6,13,0,4,,,,,0,36,306,519,58.96%,,
9,ACAPULCO DE JUAREZ,357,C1,9,112,48,17,5,42,3,5,2,5,14,0,0,,,,,0,55,317,519,61.08%,,
9,ACAPULCO DE JUAREZ,358,B,6,125,96,3,44,15,4,0,2,1,1,0,6,,,,,0,19,322,422,76.30%,,
9,ACAPULCO DE JUAREZ,359,B,6,99,68,17,7,18,9,5,0,0,1,0,4,,,,,0,49,283,394,71.83%,,
9,ACAPULCO DE JUAREZ,359,C1,10,81,62,20,21,19,12,2,0,0,0,0,5,,,,,0,56,288,394,73.10%,,
9,ACAPULCO DE JUAREZ,360,B,5,18,39,1,10,16,0,0,0,0,0,0,0,,,,,0,22,111,175,63.43%,,
9,ACAPULCO DE JUAREZ,360,E1,1,30,108,10,7,6,0,15,0,0,9,0,0,,,,,0,9,195,247,78.95%,,
9,ACAPULCO DE JUAREZ,361,B,3,51,51,13,5,64,0,0,4,1,2,0,3,,,,,0,19,216,289,74.74%,,
9,ACAPULCO DE JUAREZ,364,B,7,95,62,5,22,38,3,24,0,0,6,0,2,,,,,0,40,304,597,50.92%,,
9,ACAPULCO DE JUAREZ,364,C1,9,99,64,6,31,23,2,19,1,1,6,0,0,,,,,0,24,285,597,47.74%,,
9,ACAPULCO DE JUAREZ,364,C2,7,66,89,2,26,47,6,15,0,0,2,0,4,,,,,0,36,300,597,50.25%,,
9,ACAPULCO DE JUAREZ,365,B,21,75,29,10,17,76,19,2,1,0,0,0,0,,,,,0,44,294,538,54.65%,,
9,ACAPULCO DE JUAREZ,366,B,6,70,31,16,41,30,7,1,0,0,0,0,0,,,,,0,23,225,404,55.69%,,
9,ACAPULCO DE JUAREZ,366,C1,16,100,53,13,39,38,5,2,2,0,5,0,4,,,,,0,61,338,404,83.66%,,
9,ACAPULCO DE JUAREZ,366,E1,2,58,24,23,10,8,6,0,0,0,1,0,3,,,,,0,23,158,224,70.54%,,
26,ACATEPEC,2701,B,138,173,105,1,6,0,0,8,0,0,0,0,0,,,,,0,25,456,551,82.76%,,
26,ACATEPEC,2703,B,59,194,95,5,9,2,0,2,0,0,0,0,0,,,,,0,12,378,458,82.53%,,
26,ACATEPEC,2703,E1,30,53,78,0,0,1,0,0,0,0,0,0,0,,,,,0,5,167,188,88.83%,,
26,ACATEPEC,2705,B,79,98,185,1,1,0,0,0,0,0,0,0,0,,,,,0,12,376,437,86.04%,,
26,ACATEPEC,2706,B,11,73,109,0,3,0,0,0,0,0,0,0,0,,,,,0,5,201,239,84.10%,,
26,ACATEPEC,2706,E1,12,75,97,0,0,0,0,1,0,0,0,0,0,,,,,0,12,197,235,83.83%,,
26,ACATEPEC,2707,B,109,29,69,1,1,1,0,0,1,0,0,0,0,,,,,0,15,226,277,81.59%,,
26,ACATEPEC,2707,E1,25,48,33,0,2,0,0,0,0,0,0,0,0,,,,,0,4,112,120,93.33%,,
26,ACATEPEC,2708,B,70,220,42,1,6,0,0,0,0,0,0,0,0,,,,,0,20,359,421,85.27%,,
26,ACATEPEC,2709,B,203,218,42,1,1,0,0,0,0,0,0,1,0,,,,,0,9,475,548,86.68%,,
26,ACATEPEC,2709,E1,71,138,184,0,1,0,0,0,0,0,0,0,0,,,,,0,12,406,456,89.04%,,
26,ACATEPEC,2710,B,116,74,67,2,0,0,0,0,1,0,0,0,0,,,,,0,16,276,341,80.94%,,
26,ACATEPEC,2711,B,138,4,191,0,1,0,0,0,1,0,0,0,0,,,,,0,6,341,380,89.74%,,
26,ACATEPEC,2712,B,126,29,172,0,1,0,0,2,2,0,0,0,0,,,,,0,12,344,426,80.75%,,
26,ACATEPEC,2713,B,63,4,111,1,0,0,0,1,0,0,0,0,0,,,,,0,1,181,222,81.53%,,
26,ACATEPEC,2713,E1,42,27,113,0,0,0,0,0,0,0,0,0,0,,,,,0,2,184,244,75.41%,,
26,ACATEPEC,2713,E2,37,1,83,0,0,0,0,0,0,0,0,0,0,,,,,0,1,122,141,86.52%,,
26,ACATEPEC,2715,B,78,9,241,0,0,0,0,1,1,0,0,0,0,,,,,0,4,334,429,77.86%,,
26,ACATEPEC,2716,B,73,85,87,1,6,0,0,1,0,0,0,0,0,,,,,0,20,273,385,70.91%,,
26,ACATEPEC,2716,C1,62,96,104,1,5,1,0,1,0,0,0,0,0,,,,,3,2,275,385,71.43%,,
26,ACATEPEC,2716,E1,89,8,54,0,0,0,0,0,0,0,0,0,0,,,,,0,9,160,207,77.29%,,
26,ACATEPEC,2717,B,1,2,214,1,0,0,0,0,0,0,0,0,0,,,,,0,3,221,254,87.01%,,
26,ACATEPEC,2718,B,34,159,158,0,0,0,0,5,1,0,0,0,0,,,,,0,12,369,425,86.82%,,
26,ACATEPEC,2718,E1,129,3,355,0,0,0,0,0,0,0,0,0,0,,,,,0,4,491,561,87.52%,,
26,ACATEPEC,2719,B,9,2,525,0,0,0,0,0,0,0,0,0,0,,,,,0,2,538,595,90.42%,,
26,ACATEPEC,2720,B,38,11,111,4,0,4,0,3,0,0,0,0,0,,,,,0,8,179,243,73.66%,,
26,ACATEPEC,2721,B,117,29,268,2,2,0,0,1,0,0,0,0,0,,,,,0,14,433,572,75.70%,,
26,ACATEPEC,2721,E1,26,21,41,0,0,0,0,0,0,0,0,0,0,,,,,0,0,88,118,74.58%,,
26,ACATEPEC,2724,B,81,17,386,0,0,1,0,0,0,0,0,0,0,,,,,0,11,496,604,82.12%,,
26,ACATEPEC,2772,B,184,148,129,1,0,0,0,1,0,0,0,0,0,,,,,0,19,482,601,80.20%,,
26,ACATEPEC,2772,C1,215,148,114,1,1,0,0,1,0,0,0,1,0,,,,,1,14,496,600,82.67%,,
26,ACATEPEC,2772,C2,177,134,144,2,1,3,0,0,0,0,0,0,0,,,,,0,18,479,600,79.83%,,
26,ACATEPEC,2772,E1,11,74,154,0,1,0,0,0,1,0,0,1,0,,,,,0,8,250,290,86.21%,,
26,ACATEPEC,2773,B,163,300,92,1,3,0,0,1,0,0,0,0,0,,,,,0,27,587,688,85.32%,,
26,ACATEPEC,2774,B,78,111,141,2,3,0,0,0,1,0,0,0,0,,,,,0,14,350,415,84.34%,,
26,ACATEPEC,2774,C1,88,114,129,0,1,0,0,0,0,0,0,0,0,,,,,0,8,340,414,82.13%,,
26,ACATEPEC,2775,B,191,4,87,3,2,2,0,0,2,0,0,0,0,,,,,0,16,307,363,84.57%,,
26,ACATEPEC,2775,E1,41,104,88,4,1,5,0,0,0,0,0,0,0,,,,,0,8,251,323,77.71%,,
26,ACATEPEC,2775,E2,18,32,38,0,0,0,0,0,0,0,0,0,0,,,,,0,1,89,108,82.41%,,
26,ACATEPEC,2775,E3,110,0,79,0,1,1,0,0,0,0,0,0,0,,,,,0,10,201,246,81.71%,,
26,ACATEPEC,2776,B,67,32,367,0,0,0,0,2,0,0,0,0,0,,,,,0,14,482,587,82.11%,,
26,ACATEPEC,2777,B,4,0,64,0,0,0,0,4,0,0,0,0,0,,,,,0,1,73,107,68.22%,,
26,ACATEPEC,2786,B,170,174,50,7,5,0,0,1,0,0,0,1,0,,,,,0,13,421,531,79.28%,,
26,ACATEPEC,2786,E1,17,72,305,9,0,1,0,0,1,0,0,0,0,,,,,0,17,422,563,74.96%,,
26,ACATEPEC,2786,E2,37,57,144,5,0,0,0,0,0,0,0,0,0,,,,,0,9,252,333,75.68%,,
26,AHUACUOTZINGO,384,B,127,124,84,0,4,70,3,10,37,0,0,3,0,,,,9,0,5,476,645,73.80%,,
26,AHUACUOTZINGO,384,C1,110,116,130,0,4,61,0,4,25,0,0,4,0,,,,5,0,12,471,644,73.14%,,
26,AHUACUOTZINGO,384,C2,128,129,69,0,4,79,2,3,35,0,0,2,0,,,,10,0,8,469,644,72.83%,,
26,AHUACUOTZINGO,384,C3,101,162,89,0,3,59,1,3,31,0,0,0,0,,,,16,0,8,473,644,73.45%,,
26,AHUACUOTZINGO,384,E1,47,46,29,0,0,2,0,1,7,0,0,1,0,,,,0,0,0,133,161,82.61%,,
26,AHUACUOTZINGO,385,B,155,93,49,0,2,57,1,3,4,0,0,0,0,,,,1,0,13,378,536,70.52%,,
26,AHUACUOTZINGO,386,B,42,164,94,0,3,63,0,1,0,0,0,0,0,,,,1,0,10,378,507,74.56%,,
26,AHUACUOTZINGO,387,B,93,32,30,0,0,127,0,0,17,0,0,0,0,,,,0,0,14,313,424,73.82%,,
26,AHUACUOTZINGO,388,B,114,12,9,0,0,84,1,4,8,0,0,0,0,,,,0,0,2,234,351,66.67%,,
26,AHUACUOTZINGO,389,B,199,113,107,0,5,85,1,2,10,0,0,0,0,,,,0,0,18,540,636,84.91%,,
26,AHUACUOTZINGO,389,E1,28,17,52,0,1,47,1,0,0,0,0,0,0,,,,0,0,8,154,181,85.08%,,
26,AHUACUOTZINGO,390,B,40,33,98,0,1,41,1,0,0,0,0,0,0,,,,0,0,1,215,316,68.04%,,
26,AHUACUOTZINGO,391,B,122,90,33,0,1,63,1,6,9,0,0,0,0,,,,2,0,13,340,493,68.97%,,
26,AHUACUOTZINGO,391,C1,88,94,39,0,3,61,4,12,19,0,0,0,0,,,,2,0,17,339,493,68.76%,,
26,AHUACUOTZINGO,392,B,4,14,4,0,0,54,0,7,0,0,0,0,0,,,,1,0,3,87,115,75.65%,,
26,AHUACUOTZINGO,393,B,54,88,29,0,1,102,0,1,11,0,0,0,0,,,,0,0,8,294,430,68.37%,,
26,AHUACUOTZINGO,394,B,44,27,15,0,0,48,0,0,2,0,0,0,0,,,,0,0,6,142,218,65.14%,,
26,AHUACUOTZINGO,395,B,92,55,66,0,0,12,0,6,32,0,0,0,0,,,,0,0,2,265,328,80.79%,,
26,AHUACUOTZINGO,396,B,67,7,33,0,1,2,0,1,9,0,0,0,0,,,,0,0,3,123,166,74.10%,,
26,AHUACUOTZINGO,397,B,72,5,184,0,1,4,2,7,4,0,0,0,0,,,,0,0,7,286,380,75.26%,,
26,AHUACUOTZINGO,398,B,21,111,74,0,0,23,1,0,13,0,0,1,0,,,,1,0,13,258,390,66.15%,,
26,AHUACUOTZINGO,399,B,60,14,105,0,1,11,9,3,4,0,0,0,0,,,,0,0,19,226,296,76.35%,,
26,AHUACUOTZINGO,400,B,130,89,126,0,1,18,0,3,38,0,0,0,0,,,,1,0,32,438,582,75.26%,,
26,AHUACUOTZINGO,400,C1,98,120,131,0,1,29,0,2,30,0,0,0,0,,,,1,0,18,430,581,74.01%,,
26,AHUACUOTZINGO,401,B,84,77,32,0,1,7,0,4,28,0,0,2,0,,,,1,0,2,238,333,71.47%,,
26,AHUACUOTZINGO,402,B,139,74,52,0,0,5,0,0,9,0,0,0,0,,,,1,0,8,288,424,67.92%,,
26,AHUACUOTZINGO,403,B,107,67,152,0,3,3,0,0,6,0,0,0,0,,,,0,0,6,344,567,60.67%,,
26,AHUACUOTZINGO,403,C1,85,48,184,0,0,5,1,1,1,0,0,0,0,,,,1,0,10,336,567,59.26%,,
26,AHUACUOTZINGO,404,B,53,84,102,0,0,19,6,2,5,0,0,2,0,,,,8,0,12,293,417,70.26%,,
26,AHUACUOTZINGO,405,B,123,81,79,0,2,4,1,0,11,0,0,1,0,,,,1,0,4,307,495,62.02%,,
26,AHUACUOTZINGO,405,C1,125,69,81,0,1,4,1,0,24,0,0,0,0,,,,0,0,14,319,494,64.57%,,
26,AHUACUOTZINGO,406,B,112,178,74,0,2,14,2,0,24,0,0,0,0,,,,0,0,3,409,715,57.20%,,
26,AHUACUOTZINGO,407,B,20,9,16,0,2,18,1,1,6,0,0,1,0,,,,0,0,5,79,119,66.39%,,
26,AHUACUOTZINGO,408,B,72,83,64,0,13,36,0,4,66,0,0,0,0,,,,8,0,7,353,585,60.34%,,
26,AHUACUOTZINGO,408,C1,43,59,54,0,6,39,1,0,74,0,0,1,0,,,,2,0,28,307,513,59.84%,,
26,AHUACUOTZINGO,409,B,102,194,98,0,1,14,2,15,26,0,0,1,0,,,,0,0,8,461,613,75.20%,,
26,AHUACUOTZINGO,409,C1,77,213,69,0,4,20,2,21,19,0,0,0,0,,,,2,0,12,439,612,71.73%,,
26,AHUACUOTZINGO,409,E1,89,82,12,0,1,24,2,1,9,0,0,0,0,,,,0,1,6,227,285,79.65%,,
17,AJUCHITLAN DEL PROGRESO,411,B,1,168,88,0,2,165,0,7,0,0,0,1,0,,,,,0,8,440,569,77.33%,,
17,AJUCHITLAN DEL PROGRESO,411,C1,0,207,71,0,0,126,0,12,1,0,0,0,0,,,,,0,7,424,568,74.65%,,
17,AJUCHITLAN DEL PROGRESO,412,B,1,137,40,0,0,71,0,8,0,0,0,0,0,,,,,0,1,258,373,69.17%,,
17,AJUCHITLAN DEL PROGRESO,413,B,4,235,107,1,2,196,0,4,0,0,0,1,0,,,,,0,14,564,746,75.60%,,
17,AJUCHITLAN DEL PROGRESO,414,B,9,172,139,1,0,154,0,1,0,0,1,3,0,,,,,0,7,487,622,78.30%,,
17,AJUCHITLAN DEL PROGRESO,414,C1,5,189,141,0,1,142,0,6,0,0,0,6,0,,,,,0,6,496,622,79.74%,,
17,AJUCHITLAN DEL PROGRESO,414,C2,6,166,111,1,1,153,0,4,0,0,0,3,0,,,,,0,8,453,622,72.83%,,
17,AJUCHITLAN DEL PROGRESO,414,C3,20,163,118,1,2,148,0,15,0,0,0,3,0,,,,,0,4,474,621,76.33%,,
17,AJUCHITLAN DEL PROGRESO,415,B,17,192,107,1,1,89,0,2,0,0,0,1,0,,,,,0,10,420,668,62.87%,,
17,AJUCHITLAN DEL PROGRESO,415,C1,6,218,115,0,0,85,0,2,1,0,0,0,0,,,,,0,8,435,668,65.12%,,
17,AJUCHITLAN DEL PROGRESO,415,C2,10,211,104,1,1,86,0,0,0,0,0,0,0,,,,,0,4,417,668,62.43%,,
17,AJUCHITLAN DEL PROGRESO,416,B,0,96,68,0,1,69,0,0,2,0,0,2,0,,,,,0,8,246,394,62.44%,,
17,AJUCHITLAN DEL PROGRESO,416,C1,1,91,64,1,0,94,0,0,0,0,0,0,0,,,,,0,10,261,394,66.24%,,
17,AJUCHITLAN DEL PROGRESO,417,B,0,87,102,15,0,80,0,3,0,0,0,0,0,,,,,0,6,293,457,64.11%,,
17,AJUCHITLAN DEL PROGRESO,417,C1,0,95,91,5,1,80,0,1,0,0,0,0,0,,,,,0,5,278,457,60.83%,,
17,AJUCHITLAN DEL PROGRESO,418,B,1,203,125,12,0,90,0,4,0,0,0,3,0,,,,,0,10,448,679,65.98%,,
17,AJUCHITLAN DEL PROGRESO,418,C1,0,184,111,15,1,116,0,0,1,1,0,1,0,,,,,0,9,439,678,64.75%,,
17,AJUCHITLAN DEL PROGRESO,419,B,0,175,95,0,0,204,0,0,0,0,0,0,0,,,,,0,7,481,664,72.44%,,
17,AJUCHITLAN DEL PROGRESO,420,B,0,89,82,1,0,59,0,0,0,0,0,0,,,,,,,4,235,491,47.86%,,
17,AJUCHITLAN DEL PROGRESO,421,B,6,192,98,0,1,66,0,3,0,0,1,2,0,,,,,0,1,370,550,67.27%,,
17,AJUCHITLAN DEL PROGRESO,421,C1,1,154,113,2,0,73,0,11,0,0,0,2,0,,,,,0,1,357,549,65.03%,,
17,AJUCHITLAN DEL PROGRESO,422,B,3,146,92,0,0,72,0,6,0,0,1,0,0,,,,,0,4,324,518,62.55%,,
17,AJUCHITLAN DEL PROGRESO,422,C1,1,170,80,0,0,67,0,0,0,0,0,0,0,,,,,0,6,324,517,62.67%,,
17,AJUCHITLAN DEL PROGRESO,423,B,0,150,60,1,1,73,0,6,0,0,0,0,0,,,,,0,5,296,446,66.37%,,
17,AJUCHITLAN DEL PROGRESO,423,C1,2,175,46,0,2,54,0,1,0,0,0,0,0,,,,,0,5,285,445,64.04%,,
17,AJUCHITLAN DEL PROGRESO,424,B,0,202,69,0,0,183,0,0,0,0,0,0,0,,,,,0,2,456,591,77.16%,,
17,AJUCHITLAN DEL PROGRESO,425,B,2,148,138,3,0,87,0,3,0,0,3,0,0,,,,,0,4,388,508,76.38%,,
17,AJUCHITLAN DEL PROGRESO,426,B,0,149,63,0,2,96,0,0,1,0,0,0,0,,,,,0,3,314,431,72.85%,,
17,AJUCHITLAN DEL PROGRESO,427,B,0,190,52,0,1,129,0,4,0,0,2,0,0,,,,,0,6,384,656,58.54%,,
17,AJUCHITLAN DEL PROGRESO,428,B,2,176,76,0,1,115,0,0,0,0,0,0,0,,,,,0,10,380,692,54.91%,,
17,AJUCHITLAN DEL PROGRESO,429,B,0,15,36,0,0,31,0,0,0,0,0,0,0,,,,,0,1,83,146,56.85%,,
17,AJUCHITLAN DEL PROGRESO,430,B,0,39,44,0,0,36,0,0,0,0,0,0,0,,,,,0,6,125,198,63.13%,,
17,AJUCHITLAN DEL PROGRESO,431,B,1,37,75,1,0,33,0,0,0,0,0,0,0,,,,,0,4,151,224,67.41%,,
17,AJUCHITLAN DEL PROGRESO,432,B,0,144,177,0,0,119,0,0,0,0,0,0,0,,,,,0,2,442,616,71.75%,,
17,AJUCHITLAN DEL PROGRESO,433,B,0,91,69,0,0,49,0,2,0,0,0,0,0,,,,,0,0,211,300,70.33%,,
17,AJUCHITLAN DEL PROGRESO,434,B,5,117,121,0,0,81,0,3,0,0,1,0,0,,,,,0,8,336,494,68.02%,,
17,AJUCHITLAN DEL PROGRESO,434,C1,2,117,151,0,0,59,0,5,0,0,0,0,0,,,,,0,2,336,494,68.02%,,
17,AJUCHITLAN DEL PROGRESO,435,B,4,99,76,1,1,167,0,0,2,0,0,0,0,,,,,0,3,353,615,57.40%,,
17,AJUCHITLAN DEL PROGRESO,436,B,1,119,44,1,2,58,0,0,0,0,1,0,0,,,,,0,1,227,338,67.16%,,
17,AJUCHITLAN DEL PROGRESO,437,B,0,32,65,0,0,47,0,0,0,0,0,0,0,,,,,0,1,145,206,70.39%,,
17,AJUCHITLAN DEL PROGRESO,438,B,0,258,198,1,1,111,0,1,1,0,0,0,0,,,,,0,1,572,678,84.37%,,
17,AJUCHITLAN DEL PROGRESO,439,B,0,49,6,0,0,54,0,1,0,0,0,0,0,,,,,0,1,111,136,81.62%,,
17,AJUCHITLAN DEL PROGRESO,440,B,2,92,65,0,1,99,0,0,0,0,0,0,0,,,,,0,0,259,348,74.43%,,
17,AJUCHITLAN DEL PROGRESO,441,B,8,93,42,0,0,49,0,1,0,0,0,0,0,,,,,0,0,193,237,81.43%,,
17,AJUCHITLAN DEL PROGRESO,442,B,14,131,69,0,0,80,0,1,1,0,0,0,0,,,,,0,5,301,411,73.24%,,
17,AJUCHITLAN DEL PROGRESO,443,B,2,129,44,0,2,103,0,0,0,0,0,1,0,,,,,0,3,284,450,63.11%,,
17,AJUCHITLAN DEL PROGRESO,443,C1,1,162,38,0,2,80,0,0,1,0,0,2,0,,,,,0,5,291,450,64.67%,,
17,AJUCHITLAN DEL PROGRESO,444,B,4,60,53,0,0,28,0,2,0,0,0,0,0,,,,,0,5,152,224,67.86%,,
17,AJUCHITLAN DEL PROGRESO,445,B,2,92,176,0,1,143,0,0,0,0,0,0,0,,,,,0,22,436,773,56.40%,,
17,AJUCHITLAN DEL PROGRESO,446,B,1,96,90,1,1,77,0,0,0,0,0,0,0,,,,,0,5,271,452,59.96%,,
17,AJUCHITLAN DEL PROGRESO,447,B,2,86,68,0,0,42,0,0,0,0,0,0,0,,,,,0,4,202,336,60.12%,,
17,AJUCHITLAN DEL PROGRESO,448,B,2,64,51,1,0,81,0,0,0,0,0,0,0,,,,,0,1,200,275,72.73%,,
17,AJUCHITLAN DEL PROGRESO,449,B,1,55,16,0,1,9,0,0,0,0,0,0,0,,,,,0,0,82,118,69.49%,,
17,AJUCHITLAN DEL PROGRESO,450,B,2,114,15,0,0,16,0,0,4,0,0,0,0,,,,,0,4,155,254,61.02%,,
17,AJUCHITLAN DEL PROGRESO,453,B,0,87,31,1,3,65,0,1,1,0,0,0,0,,,,,0,5,194,296,65.54%,,
17,AJUCHITLAN DEL PROGRESO,454,B,0,57,15,0,2,58,0,0,0,0,0,0,0,,,,,0,1,133,348,38.22%,,
17,AJUCHITLAN DEL PROGRESO,455,B,1,116,24,3,2,231,0,2,0,0,0,0,0,,,,,0,33,412,702,58.69%,,
28,ALCOZAUCA DE GUERRERO,456,B,0,104,142,62,0,2,0,17,0,0,0,0,0,,,,,0,10,337,626,53.83%,,337
28,ALCOZAUCA DE GUERRERO,456,C1,0,117,137,55,0,10,0,14,0,0,0,0,0,,,,,0,11,344,625,55.04%,,344
28,ALCOZAUCA DE GUERRERO,456,C2,0,147,126,42,0,2,0,21,0,0,0,0,0,,,,,0,24,362,625,57.92%,,362
28,ALCOZAUCA DE GUERRERO,457,B,0,146,127,32,0,0,0,2,0,0,0,0,0,,,,,0,22,329,556,59.17%,,329
28,ALCOZAUCA DE GUERRERO,458,B,0,36,23,31,0,2,0,6,0,0,0,0,0,,,,,0,8,106,184,57.61%,,106
28,ALCOZAUCA DE GUERRERO,459,B,0,129,58,134,0,4,0,5,0,0,0,0,0,,,,,0,18,348,551,63.16%,,348
28,ALCOZAUCA DE GUERRERO,459,C1,0,63,90,140,0,3,0,10,0,0,0,0,0,,,,,0,14,320,550,58.18%,,320
28,ALCOZAUCA DE GUERRERO,460,B,0,75,46,30,0,0,0,0,0,0,0,0,0,,,,,3,9,163,208,78.37%,,163
28,ALCOZAUCA DE GUERRERO,461,B,0,124,58,38,0,1,0,13,0,0,0,0,0,,,,,0,29,263,420,62.62%,,263
28,ALCOZAUCA DE GUERRERO,462,B,0,3,54,5,0,0,0,3,0,0,0,0,0,,,,,0,1,66,113,58.41%,,66
28,ALCOZAUCA DE GUERRERO,463,B,0,202,105,6,0,1,0,1,0,0,0,0,0,,,,,0,13,328,501,65.47%,,328
28,ALCOZAUCA DE GUERRERO,464,B,0,61,69,29,0,0,0,7,0,0,0,0,0,,,,,0,7,173,340,50.88%,,173
28,ALCOZAUCA DE GUERRERO,465,B,0,137,124,47,0,2,0,11,0,0,0,0,0,,,,,0,18,339,542,62.55%,,339
28,ALCOZAUCA DE GUERRERO,465,C1,0,136,127,47,0,1,0,10,0,0,0,0,0,,,,,0,16,337,541,62.29%,,337
28,ALCOZAUCA DE GUERRERO,466,B,0,27,60,54,0,3,0,1,0,0,0,0,0,,,,,0,10,155,289,53.63%,,155
28,ALCOZAUCA DE GUERRERO,467,B,0,127,120,70,0,1,0,2,0,0,0,0,0,,,,,0,20,340,548,62.04%,,340
