ID_DISTRITO_LOCAL,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,PNA,MORENA,PH,PES,PPG,PRI_PVEM,PRD_PT,NUM_VOTOS_CAN_NREG,VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
1,CHILPANCINGO DE LOS BRAVO,1204,B,14,115,89,8,4,23,7,10,2,1,3,3,4,0,17,300,686,43.73%
1,CHILPANCINGO DE LOS BRAVO,1204,C1,5,111,86,13,2,19,9,9,2,0,3,9,9,0,12,289,686,42.13%
1,CHILPANCINGO DE LOS BRAVO,1204,C2,11,99,72,6,3,27,8,11,2,2,4,5,5,1,18,274,686,39.94%
1,CHILPANCINGO DE LOS BRAVO,1204,C3,8,105,84,15,10,15,6,16,1,3,3,5,7,1,17,296,686,43.15%
1,CHILPANCINGO DE LOS BRAVO,1204,C4,12,110,85,10,6,23,7,10,1,5,1,3,6,0,18,297,686,43.29%
1,CHILPANCINGO DE LOS BRAVO,1204,C5,1,115,65,6,4,13,6,3,3,1,3,7,4,0,15,246,686,35.86%
1,CHILPANCINGO DE LOS BRAVO,1204,C6,14,98,71,7,5,32,6,8,3,0,6,6,3,0,20,279,686,40.67%
1,CHILPANCINGO DE LOS BRAVO,1204,C7,4,99,76,12,1,18,8,17,1,2,2,3,2,0,16,261,686,38.05%
1,CHILPANCINGO DE LOS BRAVO,1204,C8,12,105,91,7,5,21,6,10,1,2,5,3,3,0,3,274,685,40.00%
1,CHILPANCINGO DE LOS BRAVO,1204,C9,5,111,85,2,5,19,10,11,0,1,5,3,3,0,13,273,685,39.85%
1,CHILPANCINGO DE LOS BRAVO,1205,B,2,122,80,8,0,23,4,9,2,1,4,0,0,0,32,287,665,43.16%
1,CHILPANCINGO DE LOS BRAVO,1205,C1,7,114,92,8,7,25,2,5,3,1,1,6,9,0,13,293,665,44.06%
1,CHILPANCINGO DE LOS BRAVO,1205,C2,7,122,74,9,6,22,3,16,1,2,2,4,3,0,12,283,665,42.56%
1,CHILPANCINGO DE LOS BRAVO,1206,B,7,130,93,19,11,27,3,20,7,4,7,0,6,0,15,349,729,47.87%
1,CHILPANCINGO DE LOS BRAVO,1206,C1,7,141,80,12,10,21,7,18,4,6,7,5,5,0,28,351,728,48.21%
1,CHILPANCINGO DE LOS BRAVO,1209,B,5,112,83,8,2,11,7,12,5,4,4,5,8,0,8,274,591,46.36%
1,CHILPANCINGO DE LOS BRAVO,1209,C1,1,117,73,16,5,17,6,10,4,1,3,3,5,0,16,277,591,46.87%
1,CHILPANCINGO DE LOS BRAVO,1210,B,8,99,91,4,5,12,4,5,2,2,5,3,4,0,10,254,613,41.44%
1,CHILPANCINGO DE LOS BRAVO,1210,C1,9,102,78,11,3,13,2,8,2,3,2,2,3,0,12,250,613,40.78%
1,CHILPANCINGO DE LOS BRAVO,1210,C2,9,105,72,9,2,5,0,10,3,4,6,6,4,0,18,253,613,41.27%
1,CHILPANCINGO DE LOS BRAVO,1210,C3,3,100,69,5,6,11,6,11,4,3,4,2,11,0,11,246,612,40.20%
1,CHILPANCINGO DE LOS BRAVO,1211,B,8,140,98,9,8,31,5,19,5,1,8,6,7,0,10,355,725,48.97%
1,CHILPANCINGO DE LOS BRAVO,1211,C1,3,125,107,10,5,26,1,18,3,1,5,7,4,1,26,342,725,47.17%
1,CHILPANCINGO DE LOS BRAVO,1211,C2,7,146,72,11,2,27,3,16,5,1,4,6,13,0,16,329,725,45.38%
1,CHILPANCINGO DE LOS BRAVO,1212,B,7,140,116,4,5,20,8,14,2,1,4,4,6,0,24,355,712,49.86%
1,CHILPANCINGO DE LOS BRAVO,1212,C1,9,141,94,8,6,17,7,18,2,1,3,5,4,0,12,327,712,45.93%
1,CHILPANCINGO DE LOS BRAVO,1212,C2,6,123,101,10,4,14,6,7,4,2,5,3,8,0,27,320,712,44.94%
1,CHILPANCINGO DE LOS BRAVO,1212,C3,12,119,79,8,4,16,2,10,3,4,4,3,8,0,23,295,712,41.43%
1,CHILPANCINGO DE LOS BRAVO,1213,B,5,110,89,6,6,18,4,14,1,0,0,8,7,0,21,289,717,40.31%
1,CHILPANCINGO DE LOS BRAVO,1213,C1,5,122,94,8,6,17,7,12,2,1,1,4,7,0,11,297,717,41.42%
1,CHILPANCINGO DE LOS BRAVO,1213,C10,6,109,103,3,4,19,4,12,2,1,2,5,6,0,14,290,716,40.50%
1,CHILPANCINGO DE LOS BRAVO,1213,C11,5,124,70,7,4,19,3,17,4,1,1,3,3,0,16,277,716,38.69%
1,CHILPANCINGO DE LOS BRAVO,1213,C12,3,102,92,7,9,18,4,10,2,4,7,1,8,0,9,276,716,38.55%
1,CHILPANCINGO DE LOS BRAVO,1213,C13,9,100,92,11,4,24,3,10,4,2,4,7,13,0,13,296,716,41.34%
1,CHILPANCINGO DE LOS BRAVO,1213,C2,8,103,87,8,4,27,3,8,6,6,4,5,5,0,17,291,717,40.59%
1,CHILPANCINGO DE LOS BRAVO,1213,C3,11,104,102,12,4,20,9,17,2,3,1,1,5,0,19,310,716,43.30%
1,CHILPANCINGO DE LOS BRAVO,1213,C4,6,137,81,2,3,18,11,7,1,1,4,4,5,0,10,290,716,40.50%
1,CHILPANCINGO DE LOS BRAVO,1213,C5,6,123,101,8,3,20,2,11,2,2,0,8,5,1,11,303,716,42.32%
1,CHILPANCINGO DE LOS BRAVO,1213,C6,9,118,72,9,7,7,0,10,1,1,6,4,10,0,14,268,716,37.43%
1,CHILPANCINGO DE LOS BRAVO,1213,C7,4,116,98,9,3,18,7,13,2,0,5,5,5,0,23,308,716,43.02%
1,CHILPANCINGO DE LOS BRAVO,1213,C8,5,116,117,0,0,25,3,14,1,5,4,0,0,0,9,299,716,41.76%
1,CHILPANCINGO DE LOS BRAVO,1213,C9,2,124,87,12,4,23,4,14,5,0,1,7,9,1,22,315,716,43.99%
1,CHILPANCINGO DE LOS BRAVO,1214,B,5,111,80,9,5,18,9,9,6,1,3,2,4,0,13,275,606,45.38%
1,CHILPANCINGO DE LOS BRAVO,1214,C1,7,141,64,8,7,18,1,18,2,3,3,3,4,0,24,303,605,50.08%
1,CHILPANCINGO DE LOS BRAVO,1214,C2,5,109,88,8,7,23,7,10,4,2,2,1,4,0,8,278,605,45.95%
1,CHILPANCINGO DE LOS BRAVO,1215,B,15,0,0,0,0,25,7,20,3,0,1,159,99,0,16,345,563,61.28%
1,CHILPANCINGO DE LOS BRAVO,1215,C1,15,151,72,6,7,22,7,25,2,3,3,1,3,0,19,336,562,59.79%
1,CHILPANCINGO DE LOS BRAVO,1215,S1,11,268,165,0,6,40,8,23,2,3,3,4,19,0,23,575,0,#DIV/0!
1,CHILPANCINGO DE LOS BRAVO,1216,B,10,145,71,6,6,28,4,17,3,2,3,3,4,0,9,311,633,49.13%
1,CHILPANCINGO DE LOS BRAVO,1216,C1,5,145,64,4,5,19,7,26,3,3,5,2,5,0,7,300,633,47.39%
1,CHILPANCINGO DE LOS BRAVO,1216,C2,7,138,76,6,1,29,4,21,2,4,1,5,5,0,12,311,632,49.21%
1,CHILPANCINGO DE LOS BRAVO,1216,S1,14,227,163,15,10,36,7,25,0,2,2,0,0,0,9,510,0,#DIV/0!
1,CHILPANCINGO DE LOS BRAVO,1217,B,5,139,70,5,4,25,2,17,3,3,5,2,10,0,22,312,690,45.22%
1,CHILPANCINGO DE LOS BRAVO,1217,C1,7,150,91,7,6,21,8,29,2,7,3,0,0,0,16,347,690,50.29%
1,CHILPANCINGO DE LOS BRAVO,1217,C2,11,130,64,10,5,21,1,15,0,2,3,1,6,0,15,284,689,41.22%
1,CHILPANCINGO DE LOS BRAVO,1219,B,4,155,107,0,0,21,5,16,7,6,4,0,0,0,25,350,697,50.22%
1,CHILPANCINGO DE LOS BRAVO,1219,C1,6,142,81,10,4,13,2,10,4,4,12,4,7,0,26,325,696,46.70%
1,CHILPANCINGO DE LOS BRAVO,1220,B,7,101,72,2,2,19,3,19,1,1,2,2,1,0,10,242,501,48.30%
1,CHILPANCINGO DE LOS BRAVO,1220,C1,8,121,55,8,1,19,3,11,1,5,3,3,0,0,11,249,501,49.70%
1,CHILPANCINGO DE LOS BRAVO,1220,C2,5,110,73,7,4,18,5,0,11,3,1,2,2,0,12,253,501,50.50%
1,CHILPANCINGO DE LOS BRAVO,1221,B,5,103,77,7,5,16,5,8,4,1,8,3,4,0,8,254,615,41.30%
1,CHILPANCINGO DE LOS BRAVO,1221,C1,7,120,79,7,2,6,6,6,5,0,5,0,0,0,10,253,614,41.21%
1,CHILPANCINGO DE LOS BRAVO,1221,C2,4,104,47,6,9,18,4,8,6,0,2,4,2,0,14,228,614,37.13%
1,CHILPANCINGO DE LOS BRAVO,1221,C3,6,133,78,3,2,13,2,5,8,0,1,3,4,0,9,267,614,43.49%
1,CHILPANCINGO DE LOS BRAVO,1222,B,8,88,80,4,11,9,5,5,2,0,2,5,5,0,10,234,597,39.20%
1,CHILPANCINGO DE LOS BRAVO,1222,C1,12,119,69,6,3,14,4,9,1,0,2,0,4,0,12,255,597,42.71%
1,CHILPANCINGO DE LOS BRAVO,1222,C2,11,115,50,8,8,9,4,5,2,3,1,5,7,0,13,241,597,40.37%
1,CHILPANCINGO DE LOS BRAVO,1222,C3,11,111,78,4,6,11,1,12,5,0,2,2,5,0,0,248,597,41.54%
1,CHILPANCINGO DE LOS BRAVO,1223,B,10,119,64,12,9,32,9,23,4,5,1,6,5,0,16,315,650,48.46%
1,CHILPANCINGO DE LOS BRAVO,1223,C1,6,135,61,7,3,32,20,18,6,2,4,10,3,0,23,330,649,50.85%
1,CHILPANCINGO DE LOS BRAVO,1224,B,5,101,45,4,4,23,2,8,0,2,2,3,2,0,9,210,442,47.51%
1,CHILPANCINGO DE LOS BRAVO,1224,C1,8,92,61,3,8,14,4,9,2,0,8,1,2,0,10,222,442,50.23%
1,CHILPANCINGO DE LOS BRAVO,1225,B,3,120,73,3,9,16,0,15,1,0,2,3,0,0,7,252,492,51.22%
1,CHILPANCINGO DE LOS BRAVO,1225,C1,6,115,58,6,3,10,1,22,2,2,4,6,0,0,10,245,492,49.80%
1,CHILPANCINGO DE LOS BRAVO,1225,S1,10,297,225,14,10,51,6,40,5,3,1,6,9,1,25,703,0,#DIV/0!
1,CHILPANCINGO DE LOS BRAVO,1226,B,9,110,56,5,1,20,2,18,3,0,1,4,2,0,10,241,523,46.08%
1,CHILPANCINGO DE LOS BRAVO,1226,C1,3,97,80,4,0,21,3,26,1,2,4,3,3,0,10,257,522,49.23%
1,CHILPANCINGO DE LOS BRAVO,1226,C2,4,109,75,2,3,17,3,25,0,3,0,5,4,0,11,261,522,50.00%
1,CHILPANCINGO DE LOS BRAVO,1231,B,10,138,55,7,2,14,2,12,1,2,1,3,3,0,18,268,436,61.47%
1,CHILPANCINGO DE LOS BRAVO,1231,C1,4,135,51,4,5,18,1,19,3,3,2,0,0,0,18,263,435,60.46%
1,CHILPANCINGO DE LOS BRAVO,1232,B,17,136,95,4,2,13,5,14,3,4,4,5,6,0,19,327,705,46.38%
1,CHILPANCINGO DE LOS BRAVO,1232,C1,9,128,78,4,5,21,7,13,6,3,2,3,8,0,13,300,705,42.55%
1,CHILPANCINGO DE LOS BRAVO,1232,C2,6,108,97,9,5,16,6,11,4,2,2,2,1,0,22,291,705,41.28%
1,CHILPANCINGO DE LOS BRAVO,1233,B,4,81,47,4,4,14,1,2,3,3,6,6,4,0,0,179,389,46.02%
1,CHILPANCINGO DE LOS BRAVO,1233,C1,4,62,51,5,1,11,1,5,1,4,0,0,0,0,10,155,389,39.85%
1,CHILPANCINGO DE LOS BRAVO,1234,B,6,111,65,4,4,16,2,1,4,1,5,0,0,0,10,229,592,38.68%
1,CHILPANCINGO DE LOS BRAVO,1234,C1,2,121,60,10,1,13,4,5,0,2,2,4,5,0,10,239,591,40.44%
1,CHILPANCINGO DE LOS BRAVO,1234,C2,1,114,62,8,5,12,1,6,2,1,3,1,3,0,15,234,591,39.59%
1,CHILPANCINGO DE LOS BRAVO,1235,B,13,155,86,7,7,24,3,9,7,3,11,3,5,0,21,354,689,51.38%
1,CHILPANCINGO DE LOS BRAVO,1235,C1,6,150,75,5,3,11,4,13,2,6,9,6,2,0,15,307,689,44.56%
1,CHILPANCINGO DE LOS BRAVO,1236,B,8,114,76,6,3,17,7,5,2,1,6,0,0,0,12,257,634,40.54%
1,CHILPANCINGO DE LOS BRAVO,1236,C1,8,118,62,7,4,16,4,11,1,7,6,4,0,0,25,273,633,43.13%
1,CHILPANCINGO DE LOS BRAVO,1237,B,6,163,67,2,4,20,3,12,2,2,3,4,3,0,17,308,582,52.92%
1,CHILPANCINGO DE LOS BRAVO,1237,C1,9,141,67,5,4,15,4,17,1,2,5,5,2,0,13,290,582,49.83%
1,CHILPANCINGO DE LOS BRAVO,1237,C2,13,149,63,8,4,18,0,13,0,2,3,3,1,0,10,287,581,49.40%
1,CHILPANCINGO DE LOS BRAVO,1237,S1,11,356,179,12,12,44,7,35,3,4,8,6,2,0,30,709,0,#DIV/0!
1,CHILPANCINGO DE LOS BRAVO,1238,B,6,105,64,6,4,20,4,14,2,3,2,5,2,0,14,251,549,45.72%
1,CHILPANCINGO DE LOS BRAVO,1238,C1,8,134,59,2,3,19,4,16,3,4,0,0,2,0,14,268,549,48.82%
1,CHILPANCINGO DE LOS BRAVO,1238,C2,10,121,63,6,6,19,4,9,1,3,6,3,0,0,0,251,549,45.72%
1,CHILPANCINGO DE LOS BRAVO,1252,B,5,130,87,4,2,19,2,16,3,3,4,8,13,0,18,314,693,45.31%
1,CHILPANCINGO DE LOS BRAVO,1252,C1,11,125,94,4,4,7,1,10,5,3,2,3,3,0,15,287,693,41.41%
1,CHILPANCINGO DE LOS BRAVO,1252,C2,5,113,88,5,2,17,4,5,0,3,4,9,4,1,10,270,693,38.96%
1,CHILPANCINGO DE LOS BRAVO,1259,B,2,106,64,8,5,16,3,13,3,1,3,6,2,0,14,246,643,38.26%
1,CHILPANCINGO DE LOS BRAVO,1259,C1,7,126,94,0,0,18,0,6,5,3,5,0,0,0,15,279,642,43.46%
1,CHILPANCINGO DE LOS BRAVO,1259,C2,6,112,81,2,5,14,4,3,1,1,2,8,5,0,13,257,642,40.03%
1,CHILPANCINGO DE LOS BRAVO,1259,C3,7,121,115,0,0,16,2,9,2,1,4,0,0,0,13,290,642,45.17%
1,CHILPANCINGO DE LOS BRAVO,1259,C4,6,95,83,1,1,11,5,4,2,0,3,5,6,0,14,236,642,36.76%
1,CHILPANCINGO DE LOS BRAVO,1259,C5,2,111,69,10,5,16,4,12,6,0,4,2,7,0,17,265,642,41.28%
1,CHILPANCINGO DE LOS BRAVO,1260,B,14,137,64,8,7,14,10,21,2,3,3,5,7,0,9,304,837,36.32%
1,CHILPANCINGO DE LOS BRAVO,1260,C1,3,127,69,4,6,17,5,19,5,2,5,0,0,0,11,273,578,47.23%
1,CHILPANCINGO DE LOS BRAVO,1260,C2,7,87,76,8,0,19,11,19,2,7,4,1,3,0,12,256,578,44.29%
1,CHILPANCINGO DE LOS BRAVO,1264,B,2,131,73,5,4,15,9,10,1,1,6,8,6,0,24,295,714,41.32%
1,CHILPANCINGO DE LOS BRAVO,1264,C1,3,114,101,8,8,11,4,10,3,8,4,6,5,0,10,295,714,41.32%
1,CHILPANCINGO DE LOS BRAVO,1264,C2,5,114,99,5,5,15,5,8,2,1,6,8,1,2,10,286,714,40.06%
1,CHILPANCINGO DE LOS BRAVO,1265,B,2,93,86,7,6,11,8,12,5,2,4,8,4,0,20,268,701,38.23%
1,CHILPANCINGO DE LOS BRAVO,1265,C1,5,120,77,8,12,27,6,10,8,0,6,3,3,0,29,314,701,44.79%
1,CHILPANCINGO DE LOS BRAVO,1265,C2,5,90,66,11,7,30,5,14,4,2,4,5,6,0,14,263,701,37.52%
1,CHILPANCINGO DE LOS BRAVO,1265,C3,4,109,97,10,5,23,6,12,3,2,10,1,6,0,19,307,701,43.79%
1,CHILPANCINGO DE LOS BRAVO,1265,C4,4,98,84,6,4,17,5,9,6,1,5,6,10,0,18,273,700,39.00%
1,CHILPANCINGO DE LOS BRAVO,1266,B,3,115,91,7,9,14,7,14,6,4,2,6,9,0,16,303,692,43.79%
1,CHILPANCINGO DE LOS BRAVO,1266,C1,6,100,96,5,6,15,6,18,4,7,4,2,6,0,10,285,691,41.24%
1,CHILPANCINGO DE LOS BRAVO,1266,C2,10,111,76,4,3,12,0,18,4,6,7,4,3,0,12,270,691,39.07%
1,CHILPANCINGO DE LOS BRAVO,1266,C3,5,95,81,4,2,15,4,17,5,2,4,2,8,0,14,258,691,37.34%
1,CHILPANCINGO DE LOS BRAVO,1273,B,4,122,43,4,4,8,1,0,0,0,1,3,5,0,12,207,443,46.73%
1,CHILPANCINGO DE LOS BRAVO,1273,C1,1,119,38,4,2,5,4,4,2,1,0,1,7,0,5,193,443,43.57%
1,CHILPANCINGO DE LOS BRAVO,1274,B,3,150,72,0,0,9,1,1,1,0,0,0,0,0,6,243,325,74.77%
1,CHILPANCINGO DE LOS BRAVO,1275,B,0,54,16,0,1,0,2,0,0,0,0,0,0,0,7,80,208,38.46%
1,CHILPANCINGO DE LOS BRAVO,1276,B,2,143,22,6,4,2,1,4,1,1,1,0,0,0,15,202,534,37.83%
1,CHILPANCINGO DE LOS BRAVO,1276,C1,5,121,30,10,12,1,2,3,1,0,2,0,0,0,29,216,534,40.45%
1,CHILPANCINGO DE LOS BRAVO,1277,B,0,57,12,8,0,5,0,0,4,0,0,3,2,0,4,95,197,48.22%
1,CHILPANCINGO DE LOS BRAVO,1282,B,1,185,34,2,5,4,0,4,1,0,0,4,1,0,9,250,440,56.82%
1,CHILPANCINGO DE LOS BRAVO,1282,C1,3,198,31,4,2,3,1,1,3,0,0,2,1,0,11,260,440,59.09%
1,CHILPANCINGO DE LOS BRAVO,1283,B,0,137,50,5,3,2,0,2,0,0,1,1,4,1,13,219,412,53.16%
1,CHILPANCINGO DE LOS BRAVO,1283,C1,1,159,29,7,3,3,2,0,0,1,0,5,3,0,16,229,411,55.72%
1,CHILPANCINGO DE LOS BRAVO,1284,B,3,82,113,7,6,4,1,1,1,0,0,3,1,0,18,240,376,63.83%
1,CHILPANCINGO DE LOS BRAVO,1292,B,2,162,94,9,8,13,5,3,0,0,0,2,2,0,11,311,698,44.56%
1,CHILPANCINGO DE LOS BRAVO,1293,B,1,173,15,5,0,0,0,2,3,0,0,3,0,0,13,215,412,52.18%
1,CHILPANCINGO DE LOS BRAVO,1294,B,4,139,73,0,0,2,1,0,1,0,2,0,0,0,14,236,380,62.11%
1,CHILPANCINGO DE LOS BRAVO,1294,C1,3,137,58,8,5,5,2,0,6,0,0,4,2,0,6,236,379,62.27%
1,CHILPANCINGO DE LOS BRAVO,1298,B,0,89,58,0,0,0,0,0,0,0,0,0,0,0,4,151,209,72.25%
2,CHILPANCINGO DE LOS BRAVO,1207,B,6,150,74,7,6,7,0,4,0,0,3,4,8,0,14,283,660,42.88%
2,CHILPANCINGO DE LOS BRAVO,1207,C1,8,140,76,12,5,13,2,7,6,4,4,6,3,0,14,300,660,45.45%
2,CHILPANCINGO DE LOS BRAVO,1207,C2,4,116,97,9,2,6,3,13,2,0,1,6,8,0,7,274,659,41.58%
2,CHILPANCINGO DE LOS BRAVO,1208,B,9,103,93,10,12,4,8,14,10,8,0,8,5,0,19,303,740,40.95%
2,CHILPANCINGO DE LOS BRAVO,1208,C1,12,130,89,7,5,15,7,10,6,1,10,5,12,0,23,332,740,44.86%
2,CHILPANCINGO DE LOS BRAVO,1208,C2,16,122,60,14,4,22,6,9,2,1,1,5,6,0,22,290,740,39.19%
2,CHILPANCINGO DE LOS BRAVO,1208,C3,7,125,91,0,0,11,5,17,2,2,3,125,91,0,15,494,740,66.76%
2,CHILPANCINGO DE LOS BRAVO,1218,B,8,83,95,9,7,14,4,7,1,2,2,2,5,0,15,254,575,44.17%
2,CHILPANCINGO DE LOS BRAVO,1218,C1,4,98,90,7,6,11,0,8,0,4,4,2,5,0,12,251,574,43.73%
2,CHILPANCINGO DE LOS BRAVO,1218,C2,6,91,7,4,21,5,7,3,0,7,3,6,0,0,12,172,574,29.97%
2,CHILPANCINGO DE LOS BRAVO,1227,B,5,144,78,5,5,20,5,18,4,4,0,8,8,0,22,326,690,47.25%
2,CHILPANCINGO DE LOS BRAVO,1227,C1,12,143,81,6,1,23,5,23,5,4,1,6,3,0,19,332,690,48.12%
2,CHILPANCINGO DE LOS BRAVO,1227,C2,9,157,91,8,4,18,4,13,3,4,0,2,7,0,17,337,689,48.91%
2,CHILPANCINGO DE LOS BRAVO,1228,B,5,127,52,9,4,20,4,6,4,1,3,2,4,0,9,250,613,40.78%
2,CHILPANCINGO DE LOS BRAVO,1228,C1,1,126,63,9,3,19,5,11,3,3,4,8,1,1,14,271,613,44.21%
2,CHILPANCINGO DE LOS BRAVO,1228,C2,3,131,68,12,4,12,7,8,2,5,3,5,4,1,8,273,612,44.61%
2,CHILPANCINGO DE LOS BRAVO,1229,B,2,122,59,3,8,20,6,9,2,6,2,4,4,0,11,258,546,47.25%
2,CHILPANCINGO DE LOS BRAVO,1229,C1,10,122,58,8,4,14,7,7,5,4,1,2,7,0,14,263,546,48.17%
2,CHILPANCINGO DE LOS BRAVO,1229,C2,6,123,56,5,6,12,5,18,3,0,2,4,6,0,13,259,546,47.44%
2,CHILPANCINGO DE LOS BRAVO,1230,B,10,165,77,5,5,19,1,10,2,1,4,6,1,0,16,322,603,53.40%
2,CHILPANCINGO DE LOS BRAVO,1230,C1,9,176,71,2,3,21,2,15,2,2,4,5,0,2,15,329,603,54.56%
2,CHILPANCINGO DE LOS BRAVO,1239,B,7,91,56,4,3,20,2,18,0,4,0,1,4,0,19,229,488,46.93%
2,CHILPANCINGO DE LOS BRAVO,1239,C1,15,119,62,2,4,18,1,15,3,1,2,1,7,0,15,265,487,54.41%
2,CHILPANCINGO DE LOS BRAVO,1240,B,11,161,102,1,5,20,8,20,3,1,0,3,5,0,15,355,693,51.23%
2,CHILPANCINGO DE LOS BRAVO,1240,C1,13,134,112,3,3,20,2,17,1,3,3,9,7,0,23,350,692,50.58%
2,CHILPANCINGO DE LOS BRAVO,1241,B,5,144,92,9,2,16,0,8,3,7,0,3,1,0,11,301,613,49.10%
2,CHILPANCINGO DE LOS BRAVO,1241,C1,4,150,90,8,3,18,4,17,0,3,0,5,5,0,14,321,612,52.45%
2,CHILPANCINGO DE LOS BRAVO,1242,B,5,118,71,5,6,23,2,24,4,1,1,6,2,0,13,281,587,47.87%
2,CHILPANCINGO DE LOS BRAVO,1242,C1,5,114,82,6,7,20,4,18,2,2,2,5,5,1,22,295,587,50.26%
2,CHILPANCINGO DE LOS BRAVO,1242,C2,2,107,91,11,4,17,3,23,3,3,2,9,6,1,11,293,587,49.91%
2,CHILPANCINGO DE LOS BRAVO,1243,B,3,96,71,7,5,27,2,10,4,2,5,2,4,1,10,249,566,43.99%
2,CHILPANCINGO DE LOS BRAVO,1243,C1,4,95,69,4,5,16,1,10,0,1,5,1,4,0,19,234,565,41.42%
2,CHILPANCINGO DE LOS BRAVO,1243,C2,5,79,63,3,6,17,2,10,1,0,4,6,7,0,14,217,565,38.41%
2,CHILPANCINGO DE LOS BRAVO,1243,C3,2,110,64,6,6,11,1,14,2,3,1,6,1,1,7,235,565,41.59%
2,CHILPANCINGO DE LOS BRAVO,1244,B,8,110,72,3,4,15,2,17,4,7,4,4,5,1,22,278,619,44.91%
2,CHILPANCINGO DE LOS BRAVO,1244,C1,5,130,57,10,5,16,2,9,3,2,5,8,5,0,16,273,619,44.10%
2,CHILPANCINGO DE LOS BRAVO,1244,C2,3,126,75,7,8,16,6,11,3,7,1,5,3,0,16,287,619,46.37%
2,CHILPANCINGO DE LOS BRAVO,1245,B,5,139,73,6,8,22,3,10,1,4,3,4,2,0,19,299,679,44.04%
2,CHILPANCINGO DE LOS BRAVO,1245,C1,3,0,0,0,0,13,0,8,1,4,1,142,99,0,13,284,679,41.83%
2,CHILPANCINGO DE LOS BRAVO,1245,C2,2,143,85,0,0,21,3,15,4,6,1,0,0,0,18,298,678,43.95%
2,CHILPANCINGO DE LOS BRAVO,1246,B,4,77,50,3,2,15,7,22,3,2,1,4,9,1,11,211,463,45.57%
2,CHILPANCINGO DE LOS BRAVO,1246,C1,6,79,90,0,0,14,3,26,1,3,2,0,0,0,8,232,462,50.22%
2,CHILPANCINGO DE LOS BRAVO,1247,B,12,147,74,6,2,32,6,17,3,3,3,2,3,0,17,327,660,49.55%
2,CHILPANCINGO DE LOS BRAVO,1247,C1,5,132,94,6,5,22,5,24,2,1,4,4,4,1,22,331,660,50.15%
2,CHILPANCINGO DE LOS BRAVO,1248,B,7,149,95,0,0,26,5,16,4,6,5,0,0,0,25,338,665,50.83%
2,CHILPANCINGO DE LOS BRAVO,1248,C1,8,126,86,4,6,21,5,22,4,10,3,4,3,0,23,325,664,48.95%
2,CHILPANCINGO DE LOS BRAVO,1249,B,4,117,75,6,9,17,5,20,1,1,4,2,1,0,20,282,565,49.91%
2,CHILPANCINGO DE LOS BRAVO,1249,C1,10,99,74,9,11,20,4,13,4,7,4,0,4,0,19,278,564,49.29%
2,CHILPANCINGO DE LOS BRAVO,1250,B,7,130,95,6,0,26,6,15,2,1,3,4,7,0,14,316,630,50.16%
2,CHILPANCINGO DE LOS BRAVO,1250,C1,7,130,83,4,2,19,6,15,1,2,5,3,0,0,14,291,629,46.26%
2,CHILPANCINGO DE LOS BRAVO,1251,B,10,117,53,8,0,19,2,11,2,6,0,2,2,0,12,244,509,47.94%
2,CHILPANCINGO DE LOS BRAVO,1251,C1,5,120,55,8,2,18,2,9,0,2,0,4,2,0,7,234,509,45.97%
2,CHILPANCINGO DE LOS BRAVO,1251,C2,11,119,78,5,2,30,5,11,0,2,0,0,2,0,0,265,508,52.17%
2,CHILPANCINGO DE LOS BRAVO,1254,B,9,126,60,3,1,17,3,19,0,0,1,6,2,0,6,253,507,49.90%
2,CHILPANCINGO DE LOS BRAVO,1254,C1,7,131,60,6,3,24,1,11,3,2,4,3,3,0,10,268,507,52.86%
2,CHILPANCINGO DE LOS BRAVO,1254,C2,7,131,58,4,2,13,6,13,3,1,2,2,4,0,18,264,506,52.17%
2,CHILPANCINGO DE LOS BRAVO,1255,B,4,131,78,9,7,26,9,16,1,1,2,4,5,0,25,318,593,53.63%
2,CHILPANCINGO DE LOS BRAVO,1255,C1,5,129,75,8,4,13,4,24,2,6,7,0,0,0,15,292,592,49.32%
2,CHILPANCINGO DE LOS BRAVO,1256,B,1,106,76,6,10,14,7,16,1,2,2,2,2,0,15,260,524,49.62%
2,CHILPANCINGO DE LOS BRAVO,1256,C1,4,112,65,9,7,17,6,21,0,3,2,7,6,0,13,272,523,52.01%
2,CHILPANCINGO DE LOS BRAVO,1257,B,11,151,87,7,6,29,2,22,0,1,6,2,4,0,23,351,727,48.28%
2,CHILPANCINGO DE LOS BRAVO,1257,C1,6,123,97,9,1,26,5,25,5,4,4,7,2,0,18,332,727,45.67%
2,CHILPANCINGO DE LOS BRAVO,1257,C2,7,182,93,2,3,25,9,24,8,3,6,7,2,0,25,396,727,54.47%
2,CHILPANCINGO DE LOS BRAVO,1257,C3,8,138,118,6,3,17,8,24,2,3,3,3,2,0,14,349,727,48.01%
2,CHILPANCINGO DE LOS BRAVO,1257,C4,10,159,106,8,4,22,2,18,7,4,8,4,6,0,16,374,727,51.44%
2,CHILPANCINGO DE LOS BRAVO,1258,B,5,123,88,5,1,18,5,18,4,9,6,4,4,0,18,308,609,50.57%
2,CHILPANCINGO DE LOS BRAVO,1258,C1,3,130,102,9,3,11,2,33,5,1,6,0,0,0,18,323,609,53.04%
