ID_DISTRITO_LOCAL,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,PNA,MORENA,PH,PES,PPG,PRI_PVEM,PRD_PT,NUM_VOTOS_CAN_NREG,VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
6,ACAPULCO DE JUAREZ,160,C1,21,104,84,6,4,19,1,19,1,4,3,5,4,0,23,298,629,47.38%
6,ACAPULCO DE JUAREZ,160,C2,21,95,93,3,6,24,2,12,1,3,0,4,8,0,26,298,628,47.45%
6,ACAPULCO DE JUAREZ,160,C3,18,116,88,4,4,22,3,15,2,7,2,3,3,0,10,297,628,47.29%
6,ACAPULCO DE JUAREZ,161,B,14,118,72,11,8,13,1,13,0,2,1,4,0,0,0,257,620,41.45%
6,ACAPULCO DE JUAREZ,161,C1,15,119,72,7,5,17,0,7,0,2,2,3,5,0,18,272,620,43.87%
6,ACAPULCO DE JUAREZ,161,C2,11,109,72,11,15,16,2,5,1,1,2,4,5,1,9,264,620,42.58%
6,ACAPULCO DE JUAREZ,172,B,29,121,62,7,5,27,7,5,0,0,1,4,6,0,17,291,656,44.36%
6,ACAPULCO DE JUAREZ,172,C1,26,0,0,0,0,33,6,1,0,2,7,156,68,0,18,317,655,48.40%
6,ACAPULCO DE JUAREZ,173,B,28,76,70,4,5,12,4,9,4,2,1,5,3,0,10,233,516,45.16%
6,ACAPULCO DE JUAREZ,173,C1,20,73,88,6,10,13,4,7,1,3,1,4,1,0,26,257,516,49.81%
6,ACAPULCO DE JUAREZ,173,C2,20,72,97,3,4,5,2,16,0,4,3,3,1,0,14,244,516,47.29%
6,ACAPULCO DE JUAREZ,174,B,18,120,90,6,18,16,2,29,1,2,5,5,4,0,10,326,717,45.47%
6,ACAPULCO DE JUAREZ,174,C1,14,125,117,0,0,18,4,24,1,1,4,0,0,0,18,326,716,45.53%
6,ACAPULCO DE JUAREZ,175,B,26,87,86,9,12,26,1,16,1,4,2,2,9,0,15,296,724,40.88%
6,ACAPULCO DE JUAREZ,175,C1,33,124,93,4,10,26,2,11,0,1,6,6,5,0,13,334,723,46.20%
6,ACAPULCO DE JUAREZ,176,B,15,85,50,3,9,22,6,5,1,1,0,8,3,0,18,226,523,43.21%
6,ACAPULCO DE JUAREZ,176,C1,17,64,59,7,4,19,5,10,2,3,2,2,4,0,8,206,523,39.39%
6,ACAPULCO DE JUAREZ,176,C2,30,75,40,3,12,27,3,4,1,4,1,3,4,0,5,212,523,40.54%
6,ACAPULCO DE JUAREZ,177,B,22,121,80,9,15,40,5,15,1,1,6,1,3,0,10,329,743,44.28%
6,ACAPULCO DE JUAREZ,177,C1,24,127,96,9,15,27,2,11,2,5,2,2,3,4,13,342,742,46.09%
6,ACAPULCO DE JUAREZ,178,B,23,0,0,0,0,29,5,11,4,8,2,159,115,1,14,371,716,51.82%
6,ACAPULCO DE JUAREZ,178,C1,20,136,83,5,13,29,3,10,1,3,1,149,88,0,22,563,716,78.63%
6,ACAPULCO DE JUAREZ,179,B,24,133,81,4,9,20,5,14,5,1,1,1,4,0,15,317,665,47.67%
6,ACAPULCO DE JUAREZ,179,C1,13,132,88,7,6,20,5,7,0,4,0,8,10,0,10,310,665,46.62%
6,ACAPULCO DE JUAREZ,179,C2,18,158,78,6,8,28,3,4,0,2,1,6,2,0,16,330,665,49.62%
6,ACAPULCO DE JUAREZ,180,B,18,159,92,0,0,11,4,9,0,3,2,0,0,1,16,315,717,43.93%
6,ACAPULCO DE JUAREZ,180,C1,16,144,76,7,16,16,1,8,2,4,5,7,6,0,16,324,717,45.19%
6,ACAPULCO DE JUAREZ,180,C2,15,156,77,10,10,13,2,14,0,2,2,7,7,0,21,336,717,46.86%
6,ACAPULCO DE JUAREZ,180,C3,32,141,60,7,9,17,5,7,2,0,3,4,1,0,15,303,716,42.32%
6,ACAPULCO DE JUAREZ,180,C4,17,132,80,7,10,16,3,6,1,2,2,7,8,1,12,304,716,42.46%
6,ACAPULCO DE JUAREZ,181,B,10,96,60,3,13,20,3,3,1,2,0,3,3,1,16,234,551,42.47%
6,ACAPULCO DE JUAREZ,181,C1,18,97,61,12,17,15,6,8,2,3,3,5,7,0,16,270,550,49.09%
6,ACAPULCO DE JUAREZ,182,B,13,71,83,8,9,14,4,11,1,4,2,2,10,,20,252,689,36.57%
6,ACAPULCO DE JUAREZ,182,C1,17,109,95,5,8,16,1,10,0,1,1,1,0,1,15,280,688,40.70%
6,ACAPULCO DE JUAREZ,183,B,20,130,74,4,11,20,3,3,1,6,1,6,1,0,11,291,609,47.78%
6,ACAPULCO DE JUAREZ,183,C1,22,139,69,7,12,14,3,9,0,2,2,,2,0,10,291,608,47.86%
6,ACAPULCO DE JUAREZ,184,B,23,150,69,4,7,7,9,3,0,3,2,3,3,2,29,314,710,44.23%
6,ACAPULCO DE JUAREZ,184,C1,25,134,63,4,5,17,7,10,2,0,3,1,2,0,23,296,710,41.69%
6,ACAPULCO DE JUAREZ,185,B,20,113,85,6,6,15,3,13,0,2,2,3,3,0,10,281,597,47.07%
6,ACAPULCO DE JUAREZ,185,C1,28,105,72,6,5,10,3,5,0,1,0,5,3,0,14,257,597,43.05%
6,ACAPULCO DE JUAREZ,185,C2,16,107,77,7,6,12,6,8,1,6,2,5,3,0,9,265,597,44.39%
6,ACAPULCO DE JUAREZ,185,S1,30,249,152,18,19,28,13,21,2,6,4,12,8,0,24,586,0,#DIV/0!
6,ACAPULCO DE JUAREZ,186,B,30,105,68,10,6,20,3,10,0,2,1,2,4,0,15,276,670,41.19%
6,ACAPULCO DE JUAREZ,186,C1,30,137,79,9,3,16,6,15,1,0,0,1,4,0,9,310,669,46.34%
6,ACAPULCO DE JUAREZ,187,B,12,82,37,2,6,12,4,2,0,1,1,1,6,0,11,177,458,38.65%
6,ACAPULCO DE JUAREZ,187,C1,13,83,26,7,3,10,4,9,1,4,1,4,1,0,12,178,458,38.86%
6,ACAPULCO DE JUAREZ,188,B,15,139,47,5,4,5,8,5,1,1,1,3,1,0,17,252,664,37.95%
6,ACAPULCO DE JUAREZ,188,C1,12,111,56,6,7,15,3,3,0,1,0,2,1,,7,224,664,33.73%
6,ACAPULCO DE JUAREZ,189,B,17,91,104,7,6,36,4,4,1,2,1,3,7,0,15,298,665,44.81%
6,ACAPULCO DE JUAREZ,190,B,7,51,49,5,4,23,2,4,0,3,1,3,4,0,8,164,421,38.95%
6,ACAPULCO DE JUAREZ,190,C1,16,60,56,4,7,13,2,2,1,3,1,1,5,0,6,177,420,42.14%
6,ACAPULCO DE JUAREZ,199,B,24,111,67,4,9,13,4,12,1,6,1,6,2,0,10,270,601,44.93%
6,ACAPULCO DE JUAREZ,199,C1,13,107,62,6,4,24,2,11,0,1,1,4,4,0,15,254,600,42.33%
6,ACAPULCO DE JUAREZ,200,B,20,140,67,4,7,35,6,10,2,0,6,0,0,0,14,311,735,42.31%
6,ACAPULCO DE JUAREZ,200,C1,23,114,78,0,0,31,7,8,2,6,3,114,0,0,16,402,735,54.69%
6,ACAPULCO DE JUAREZ,200,C2,14,138,84,8,7,34,3,8,2,2,4,3,2,0,10,319,735,43.40%
6,ACAPULCO DE JUAREZ,201,B,13,81,60,3,2,12,2,9,3,1,1,0,1,0,9,197,402,49.00%
6,ACAPULCO DE JUAREZ,201,C1,20,54,57,3,3,17,0,14,0,0,0,2,3,0,5,178,401,44.39%
6,ACAPULCO DE JUAREZ,202,B,8,77,85,3,2,20,2,3,1,2,4,4,0,0,10,221,503,43.94%
6,ACAPULCO DE JUAREZ,202,C1,13,72,80,4,4,17,3,4,0,0,3,3,5,0,5,213,503,42.35%
6,ACAPULCO DE JUAREZ,202,C2,5,85,70,4,2,20,4,4,1,3,2,4,3,0,14,221,503,43.94%
6,ACAPULCO DE JUAREZ,203,B,17,69,111,10,4,23,6,8,0,3,2,3,8,0,18,282,656,42.99%
6,ACAPULCO DE JUAREZ,203,C1,18,86,104,9,8,21,1,7,1,2,5,2,3,0,14,281,656,42.84%
6,ACAPULCO DE JUAREZ,204,B,11,102,80,8,3,22,11,6,1,1,3,3,4,1,19,275,734,37.47%
6,ACAPULCO DE JUAREZ,204,C1,22,114,74,9,7,0,27,12,10,1,4,3,1,10,15,309,734,42.10%
6,ACAPULCO DE JUAREZ,204,C2,20,137,78,5,6,16,7,9,2,3,1,1,4,1,10,300,734,40.87%
6,ACAPULCO DE JUAREZ,205,B,15,73,62,9,5,16,1,4,0,4,0,1,7,0,12,209,475,44.00%
6,ACAPULCO DE JUAREZ,205,C1,22,87,64,6,5,8,2,5,1,1,2,2,4,0,9,218,475,45.89%
6,ACAPULCO DE JUAREZ,206,B,15,142,113,5,6,12,4,8,0,2,1,4,5,0,14,331,649,51.00%
6,ACAPULCO DE JUAREZ,206,C1,17,143,119,12,6,16,3,5,0,2,5,5,7,0,17,357,649,55.01%
6,ACAPULCO DE JUAREZ,207,B,13,82,89,3,21,13,5,4,1,1,2,7,4,0,8,253,581,43.55%
6,ACAPULCO DE JUAREZ,207,C1,13,107,84,10,10,12,2,3,0,3,2,7,4,0,15,272,581,46.82%
6,ACAPULCO DE JUAREZ,207,C2,20,112,104,6,13,19,3,6,0,2,2,3,5,0,10,305,581,52.50%
6,ACAPULCO DE JUAREZ,208,B,15,104,82,5,11,26,3,3,0,1,5,5,5,0,9,274,601,45.59%
6,ACAPULCO DE JUAREZ,208,C1,14,112,73,8,5,20,10,5,1,1,2,6,6,0,11,274,600,45.67%
6,ACAPULCO DE JUAREZ,208,C2,13,144,89,0,0,21,4,4,1,2,0,0,0,0,17,295,600,49.17%
6,ACAPULCO DE JUAREZ,208,C3,10,100,81,5,6,33,6,4,0,1,1,22,11,0,19,299,600,49.83%
6,ACAPULCO DE JUAREZ,209,B,9,118,79,1,4,23,4,0,2,3,2,3,3,0,14,265,522,50.77%
6,ACAPULCO DE JUAREZ,209,C1,14,95,62,5,0,12,1,3,1,1,6,2,5,0,9,216,522,41.38%
6,ACAPULCO DE JUAREZ,209,C2,10,100,62,3,6,26,1,6,2,2,1,2,5,0,5,231,521,44.34%
6,ACAPULCO DE JUAREZ,210,B,17,89,103,5,9,16,4,12,0,3,0,3,14,0,26,301,567,53.09%
6,ACAPULCO DE JUAREZ,210,C1,11,107,92,7,10,22,8,4,0,6,1,1,7,0,13,289,567,50.97%
6,ACAPULCO DE JUAREZ,210,C2,11,117,75,9,6,20,6,7,1,0,4,3,12,0,9,280,566,49.47%
6,ACAPULCO DE JUAREZ,210,C3,10,87,75,10,7,35,8,10,2,1,1,5,3,0,14,268,566,47.35%
6,ACAPULCO DE JUAREZ,211,B,8,87,65,1,5,14,4,3,1,1,7,3,5,0,18,222,504,44.05%
6,ACAPULCO DE JUAREZ,211,C1,11,78,54,6,7,21,3,7,1,0,6,2,5,0,10,211,503,41.95%
6,ACAPULCO DE JUAREZ,212,B,22,92,107,10,7,27,5,8,0,1,2,0,5,0,17,303,659,45.98%
6,ACAPULCO DE JUAREZ,212,C1,24,109,84,4,9,19,6,5,0,1,5,7,2,0,9,284,659,43.10%
6,ACAPULCO DE JUAREZ,212,C2,23,139,86,8,7,18,4,8,4,4,3,3,3,1,11,322,658,48.94%
6,ACAPULCO DE JUAREZ,213,B,18,80,84,9,8,18,7,7,0,3,6,4,5,0,25,274,613,44.70%
6,ACAPULCO DE JUAREZ,213,C1,27,95,97,6,8,14,2,7,0,3,3,2,8,0,12,284,612,46.41%
6,ACAPULCO DE JUAREZ,214,B,14,94,77,7,8,16,5,6,0,4,5,6,6,0,6,254,633,40.13%
6,ACAPULCO DE JUAREZ,214,C1,24,84,79,9,5,19,1,6,0,1,2,3,11,0,14,258,633,40.76%
6,ACAPULCO DE JUAREZ,215,B,13,72,50,7,8,11,2,13,1,4,6,3,5,0,11,206,557,36.98%
6,ACAPULCO DE JUAREZ,215,C1,16,59,53,6,8,21,1,21,0,5,1,5,2,0,5,203,557,36.45%
6,ACAPULCO DE JUAREZ,215,C2,14,64,51,1,2,19,3,8,1,5,1,2,6,0,12,189,557,33.93%
6,ACAPULCO DE JUAREZ,245,B,7,119,85,7,13,22,6,8,0,4,4,4,5,0,17,301,712,42.28%
6,ACAPULCO DE JUAREZ,245,C1,9,129,86,10,15,15,8,5,1,1,5,4,0,0,23,311,712,43.68%
6,ACAPULCO DE JUAREZ,245,C2,16,126,110,10,12,16,9,5,4,1,4,4,7,0,13,337,712,47.33%
6,ACAPULCO DE JUAREZ,245,C3,4,117,95,10,6,21,5,2,2,4,3,3,4,0,18,294,712,41.29%
6,ACAPULCO DE JUAREZ,246,B,7,103,60,1,7,16,3,11,1,4,1,5,1,0,18,238,544,43.75%
6,ACAPULCO DE JUAREZ,246,C1,11,104,68,5,8,15,3,2,1,1,1,9,7,0,10,245,544,45.04%
6,ACAPULCO DE JUAREZ,246,C2,8,99,57,8,8,19,2,8,0,3,0,3,7,2,15,239,543,44.01%
6,ACAPULCO DE JUAREZ,247,B,10,95,108,6,13,9,2,3,1,0,1,3,5,0,17,273,598,45.65%
6,ACAPULCO DE JUAREZ,247,C1,11,99,99,8,7,22,1,4,2,1,1,5,5,0,14,279,598,46.66%
6,ACAPULCO DE JUAREZ,247,C2,37,105,99,5,7,13,6,1,3,2,1,0,5,0,19,303,598,50.67%
6,ACAPULCO DE JUAREZ,247,C3,10,104,99,5,8,18,1,5,0,1,1,0,0,0,25,277,597,46.40%
6,ACAPULCO DE JUAREZ,264,B,18,90,74,4,7,17,5,3,1,0,6,3,3,0,7,238,584,40.75%
6,ACAPULCO DE JUAREZ,264,C1,13,73,139,2,6,11,1,3,0,0,2,2,4,0,9,265,584,45.38%
6,ACAPULCO DE JUAREZ,264,C2,19,86,81,6,1,22,3,2,1,3,1,0,0,0,17,242,584,41.44%
6,ACAPULCO DE JUAREZ,265,B,20,83,86,6,10,31,2,11,1,0,2,2,8,0,8,270,677,39.88%
6,ACAPULCO DE JUAREZ,265,C1,32,95,66,9,6,16,2,8,3,3,1,5,7,0,16,269,676,39.79%
6,ACAPULCO DE JUAREZ,265,C2,17,115,79,12,13,16,4,2,0,1,0,0,0,0,25,284,676,42.01%
6,ACAPULCO DE JUAREZ,266,B,23,103,94,6,13,23,3,4,2,1,2,3,1,0,16,294,729,40.33%
6,ACAPULCO DE JUAREZ,266,C1,13,120,93,9,8,23,3,6,2,4,4,3,6,0,9,303,729,41.56%
6,ACAPULCO DE JUAREZ,266,C2,13,118,78,5,6,21,4,4,2,0,1,0,6,0,7,265,729,36.35%
6,ACAPULCO DE JUAREZ,266,C3,14,99,91,10,4,43,4,16,4,3,3,2,9,0,11,313,729,42.94%
6,ACAPULCO DE JUAREZ,267,B,14,118,81,5,3,34,6,5,0,1,2,3,8,0,12,292,681,42.88%
6,ACAPULCO DE JUAREZ,267,C1,9,79,88,12,5,35,2,3,0,2,1,7,5,0,12,260,681,38.18%
6,ACAPULCO DE JUAREZ,267,C2,13,103,77,7,7,35,5,1,0,3,3,2,4,0,10,270,680,39.71%
6,ACAPULCO DE JUAREZ,280,B,13,79,74,15,4,16,2,5,1,8,2,4,10,0,19,252,605,41.65%
6,ACAPULCO DE JUAREZ,280,C1,6,87,86,8,6,14,2,6,1,1,2,8,8,0,14,249,604,41.23%
6,ACAPULCO DE JUAREZ,280,C2,19,93,89,3,3,17,2,3,0,0,2,0,7,0,16,254,604,42.05%
6,ACAPULCO DE JUAREZ,281,B,20,89,43,7,3,38,4,5,1,2,1,1,2,0,9,225,667,33.73%
6,ACAPULCO DE JUAREZ,281,C1,5,88,49,5,5,33,4,5,1,1,1,0,4,12,0,213,667,31.93%
6,ACAPULCO DE JUAREZ,354,B,19,99,70,5,7,23,1,2,1,0,1,3,6,0,14,251,439,57.18%
6,ACAPULCO DE JUAREZ,354,C1,6,89,108,5,7,25,0,3,0,0,0,3,3,0,7,256,438,58.45%
7,ACAPULCO DE JUAREZ,282,B,10,105,34,8,7,22,5,1,2,1,4,0,2,0,11,212,565,37.52%
7,ACAPULCO DE JUAREZ,282,C1,14,99,41,7,8,26,3,6,3,7,2,0,1,0,10,227,564,40.25%
7,ACAPULCO DE JUAREZ,283,B,18,105,47,14,8,25,7,8,1,3,1,2,6,0,7,252,643,39.19%
7,ACAPULCO DE JUAREZ,284,B,12,93,56,20,6,14,2,8,1,0,1,1,5,0,16,235,597,39.36%
7,ACAPULCO DE JUAREZ,284,C1,10,125,55,6,6,20,2,1,1,5,3,3,6,0,0,243,596,40.77%
7,ACAPULCO DE JUAREZ,284,C2,13,102,52,12,1,10,0,6,6,1,2,5,6,0,11,227,596,38.09%
7,ACAPULCO DE JUAREZ,284,C3,13,107,55,22,1,12,3,11,0,2,10,4,2,0,10,252,596,42.28%
7,ACAPULCO DE JUAREZ,290,B,9,87,39,18,9,9,4,10,1,1,0,96,57,0,6,346,430,80.47%
7,ACAPULCO DE JUAREZ,290,C1,12,95,40,13,9,9,6,2,2,2,2,2,0,0,7,201,430,46.74%
7,ACAPULCO DE JUAREZ,291,B,16,112,40,17,6,12,5,8,3,1,1,0,0,0,11,232,457,50.77%
7,ACAPULCO DE JUAREZ,291,C1,13,104,44,2,7,18,2,9,1,7,0,10,0,0,11,228,456,50.00%
7,ACAPULCO DE JUAREZ,292,B,17,93,60,20,8,17,2,14,3,4,2,2,3,0,8,253,563,44.94%
7,ACAPULCO DE JUAREZ,292,C1,27,81,55,27,14,17,3,15,2,6,0,1,2,0,10,260,563,46.18%
7,ACAPULCO DE JUAREZ,293,B,14,119,56,22,8,9,4,8,1,4,0,4,4,0,10,263,626,42.01%
7,ACAPULCO DE JUAREZ,293,C1,16,142,53,18,9,9,1,9,1,3,3,1,1,0,9,275,625,44.00%
7,ACAPULCO DE JUAREZ,294,B,19,95,58,17,5,20,1,7,1,1,1,5,5,0,5,240,686,34.99%
7,ACAPULCO DE JUAREZ,294,C1,15,106,68,12,10,14,8,4,2,3,2,2,2,0,7,255,686,37.17%
7,ACAPULCO DE JUAREZ,294,C2,24,86,48,12,2,26,5,7,1,3,1,3,5,0,7,230,685,33.58%
7,ACAPULCO DE JUAREZ,294,C3,9,92,55,15,10,36,4,7,1,1,1,2,5,0,2,240,685,35.04%
7,ACAPULCO DE JUAREZ,294,C4,16,96,41,17,9,23,7,8,0,3,5,0,1,0,13,239,685,34.89%
7,ACAPULCO DE JUAREZ,294,C5,13,91,58,15,8,17,3,9,1,4,2,2,1,1,8,233,685,34.01%
7,ACAPULCO DE JUAREZ,294,C6,9,107,58,10,6,21,2,3,0,3,3,0,3,0,8,233,685,34.01%
7,ACAPULCO DE JUAREZ,295,B,23,103,71,14,3,20,4,8,4,2,2,2,2,0,22,280,733,38.20%
7,ACAPULCO DE JUAREZ,295,C1,27,81,68,12,5,16,4,10,1,5,4,3,9,0,10,255,732,34.84%
7,ACAPULCO DE JUAREZ,295,C2,24,83,69,14,3,25,0,7,1,7,1,3,8,,15,260,732,35.52%
7,ACAPULCO DE JUAREZ,295,C3,21,95,49,17,4,20,6,12,0,6,4,6,7,0,28,275,732,37.57%
7,ACAPULCO DE JUAREZ,295,C4,14,83,78,21,13,25,2,5,2,6,1,0,2,0,17,269,732,36.75%
7,ACAPULCO DE JUAREZ,296,B,19,91,53,9,7,10,3,2,1,3,8,1,8,,9,224,502,44.62%
7,ACAPULCO DE JUAREZ,296,C1,12,78,55,13,1,14,4,6,3,3,,,,,,189,502,37.65%
7,ACAPULCO DE JUAREZ,296,C2,21,71,52,8,8,14,5,4,2,3,0,4,5,0,11,208,501,41.52%
7,ACAPULCO DE JUAREZ,297,B,11,112,52,15,11,16,5,9,0,4,6,0,2,0,14,257,627,40.99%
7,ACAPULCO DE JUAREZ,297,C1,17,79,37,16,5,6,4,6,1,3,3,2,4,0,14,197,627,31.42%
7,ACAPULCO DE JUAREZ,297,C2,13,93,62,13,7,13,5,8,3,1,7,2,3,0,8,238,627,37.96%
7,ACAPULCO DE JUAREZ,297,C3,22,95,77,0,0,14,4,11,2,4,10,0,0,0,15,254,626,40.58%
7,ACAPULCO DE JUAREZ,297,C4,9,76,51,11,5,12,1,4,0,2,4,4,5,0,12,196,626,31.31%
7,ACAPULCO DE JUAREZ,301,B,7,98,61,21,4,6,2,7,0,2,1,6,11,0,17,243,664,36.60%
7,ACAPULCO DE JUAREZ,301,C1,7,3,65,18,12,14,4,5,0,2,2,5,11,0,6,154,664,23.19%
7,ACAPULCO DE JUAREZ,301,C2,5,104,73,20,8,11,2,1,1,2,3,2,6,0,10,248,663,37.41%
7,ACAPULCO DE JUAREZ,301,C3,6,103,62,17,7,7,2,4,1,5,0,4,10,0,13,241,663,36.35%
7,ACAPULCO DE JUAREZ,301,C4,9,97,71,30,1,14,4,13,0,4,1,7,6,0,5,262,663,39.52%
7,ACAPULCO DE JUAREZ,301,C5,13,112,68,19,11,13,4,3,0,3,2,3,4,0,14,269,663,40.57%
7,ACAPULCO DE JUAREZ,301,C6,12,86,79,22,4,17,4,5,0,1,1,3,2,0,19,255,663,38.46%
7,ACAPULCO DE JUAREZ,301,E1,12,65,52,35,7,11,0,11,1,5,1,2,2,0,13,217,700,31.00%
7,ACAPULCO DE JUAREZ,301,E1C1,15,78,49,23,4,18,4,8,3,3,5,2,4,0,12,228,700,32.57%
7,ACAPULCO DE JUAREZ,301,E1C2,9,73,54,37,10,18,3,11,2,2,4,1,6,0,11,241,700,34.43%
7,ACAPULCO DE JUAREZ,301,E1C3,21,64,56,24,7,6,6,8,0,2,3,,,,9,206,700,29.43%
7,ACAPULCO DE JUAREZ,301,E1C4,20,81,52,26,10,17,0,8,0,2,5,1,4,0,16,242,700,34.57%
7,ACAPULCO DE JUAREZ,301,E1C5,17,84,49,28,6,20,2,6,1,11,3,0,5,0,4,236,699,33.76%
7,ACAPULCO DE JUAREZ,305,B,4,116,43,35,3,12,0,5,1,5,0,3,8,0,17,252,616,40.91%
7,ACAPULCO DE JUAREZ,305,C1,5,113,55,38,9,14,4,5,0,5,1,3,3,0,7,262,616,42.53%
7,ACAPULCO DE JUAREZ,305,C2,4,109,43,44,10,15,3,2,2,3,2,2,4,0,0,243,616,39.45%
7,ACAPULCO DE JUAREZ,305,C3,3,104,45,47,6,9,2,9,1,2,1,0,15,0,7,251,615,40.81%
7,ACAPULCO DE JUAREZ,306,B,23,109,65,12,7,22,0,2,2,2,1,0,0,0,13,258,721,35.78%
7,ACAPULCO DE JUAREZ,306,C1,25,91,64,6,4,10,2,9,1,4,0,0,0,0,20,236,721,32.73%
7,ACAPULCO DE JUAREZ,306,C2,23,91,52,15,4,11,6,8,0,3,1,1,1,,,216,721,29.96%
7,ACAPULCO DE JUAREZ,306,C3,21,0,0,0,0,18,2,6,2,6,1,126,75,0,9,266,721,36.89%
7,ACAPULCO DE JUAREZ,306,C4,22,129,54,8,10,20,1,11,2,7,2,1,4,0,16,287,721,39.81%
7,ACAPULCO DE JUAREZ,306,C5,13,85,52,16,7,13,8,13,1,4,1,3,7,0,9,232,721,32.18%
7,ACAPULCO DE JUAREZ,306,C6,19,107,62,6,5,15,6,13,2,6,0,2,5,0,12,260,721,36.06%
7,ACAPULCO DE JUAREZ,306,C7,29,92,67,12,9,22,1,8,2,6,1,0,0,0,16,265,721,36.75%
7,ACAPULCO DE JUAREZ,306,C8,29,95,51,13,7,20,10,5,1,2,1,0,5,0,7,246,721,34.12%
7,ACAPULCO DE JUAREZ,307,B,10,116,56,62,7,11,3,2,2,2,0,5,7,0,19,302,697,43.33%
7,ACAPULCO DE JUAREZ,307,C1,9,106,66,55,4,10,1,2,0,6,0,3,3,0,0,265,697,38.02%
7,ACAPULCO DE JUAREZ,307,C2,11,126,53,56,9,5,1,1,0,4,1,3,11,0,13,294,697,42.18%
7,ACAPULCO DE JUAREZ,307,C3,6,131,55,47,8,6,3,8,1,5,1,2,12,0,14,299,697,42.90%
7,ACAPULCO DE JUAREZ,307,C4,7,96,47,61,6,6,0,3,1,5,1,1,18,0,13,265,697,38.02%
7,ACAPULCO DE JUAREZ,307,C5,7,94,50,60,6,6,2,4,0,6,1,1,15,11,0,263,697,37.73%
7,ACAPULCO DE JUAREZ,307,C6,9,105,52,49,5,11,2,3,1,4,1,6,10,0,25,283,697,40.60%
7,ACAPULCO DE JUAREZ,307,C7,12,114,58,54,4,12,4,1,1,1,0,5,13,0,6,285,696,40.95%
7,ACAPULCO DE JUAREZ,307,C8,6,95,54,4,6,11,0,3,1,6,0,3,18,0,,207,696,29.74%
7,ACAPULCO DE JUAREZ,308,B,7,180,53,35,10,9,1,1,1,3,0,1,5,,17,323,665,48.57%
7,ACAPULCO DE JUAREZ,308,C1,9,186,50,45,7,14,1,3,,2,,6,3,,19,345,665,51.88%
7,ACAPULCO DE JUAREZ,308,C2,11,167,45,21,9,16,0,2,0,4,0,6,5,0,11,297,665,44.66%
7,ACAPULCO DE JUAREZ,309,B,34,68,38,8,4,7,0,4,0,0,2,2,2,0,8,177,528,33.52%
7,ACAPULCO DE JUAREZ,310,B,36,108,72,8,3,27,9,6,1,2,1,2,0,0,13,288,734,39.24%
7,ACAPULCO DE JUAREZ,310,C1,24,0,0,0,0,26,7,6,2,0,3,132,93,0,11,304,734,41.42%
7,ACAPULCO DE JUAREZ,310,C10,35,119,63,15,6,23,8,10,1,7,2,2,3,0,6,300,733,40.93%
7,ACAPULCO DE JUAREZ,310,C11,39,121,71,7,13,19,5,9,2,6,0,2,7,0,11,312,733,42.56%
7,ACAPULCO DE JUAREZ,310,C2,31,138,79,0,0,20,4,11,5,10,5,0,0,2,11,316,734,43.05%
7,ACAPULCO DE JUAREZ,310,C3,26,105,69,8,9,23,8,7,1,8,3,0,3,0,7,277,734,37.74%
7,ACAPULCO DE JUAREZ,310,C4,36,95,82,26,13,19,6,12,2,4,3,0,0,1,14,313,734,42.64%
7,ACAPULCO DE JUAREZ,310,C5,38,0,0,0,0,21,6,12,0,7,0,102,67,0,15,268,734,36.51%
7,ACAPULCO DE JUAREZ,310,C6,29,113,57,17,2,22,6,8,4,2,1,0,0,0,17,278,734,37.87%
7,ACAPULCO DE JUAREZ,310,C7,29,92,71,0,8,24,10,13,0,5,2,1,1,1,16,273,734,37.19%
7,ACAPULCO DE JUAREZ,310,C8,42,98,65,13,9,32,13,10,0,5,2,2,3,0,18,312,734,42.51%
7,ACAPULCO DE JUAREZ,310,C9,41,129,67,6,5,21,9,9,10,7,2,1,3,0,17,327,734,44.55%
7,ACAPULCO DE JUAREZ,310,E1,6,61,126,18,4,10,3,9,2,7,3,0,0,0,17,266,730,36.44%
7,ACAPULCO DE JUAREZ,310,E1C1,12,114,73,12,9,6,1,4,0,3,0,5,7,1,1,248,730,33.97%
7,ACAPULCO DE JUAREZ,310,E1C2,20,139,75,13,8,7,2,2,0,6,1,0,0,0,17,290,730,39.73%
7,ACAPULCO DE JUAREZ,310,E1C3,10,125,58,17,6,18,2,5,1,4,0,0,0,0,18,264,730,36.16%
7,ACAPULCO DE JUAREZ,311,B,22,75,61,6,2,20,5,17,1,5,1,2,7,0,11,235,512,45.90%
7,ACAPULCO DE JUAREZ,311,C1,24,89,45,11,5,18,7,7,0,4,4,1,3,0,9,227,511,44.42%
7,ACAPULCO DE JUAREZ,311,C2,26,83,41,13,5,19,6,5,0,3,2,2,9,0,11,225,511,44.03%
7,ACAPULCO DE JUAREZ,311,S1,24,351,120,31,22,34,5,8,1,5,2,8,10,0,19,640,0,#DIV/0!
7,ACAPULCO DE JUAREZ,312,B,6,150,46,44,11,87,7,9,0,3,0,4,6,,11,384,727,52.82%
7,ACAPULCO DE JUAREZ,312,C1,5,152,52,42,6,98,6,12,2,1,1,8,2,0,12,399,727,54.88%
7,ACAPULCO DE JUAREZ,355,B,14,143,52,23,1,13,0,2,0,3,5,0,11,0,13,280,570,49.12%
