ID_DISTRITO_LOCAL,MUNICIPIO,SECCION,CASILLA,PAN,PRI,PRD,PT,PVEM,MC,PNA,MORENA,PH,PES,PPG,PRI_PVEM,PRD_PT,NUM_VOTOS_CAN_NREG,VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,"Participación
Ciudadana"
9,ACAPULCO DE JUAREZ,317,B,13,89,60,6,69,21,13,8,3,2,3,13,23,0,7,330,646,51.08%
9,ACAPULCO DE JUAREZ,317,C1,17,83,67,3,48,17,10,10,4,1,4,12,8,0,26,310,646,47.99%
9,ACAPULCO DE JUAREZ,318,B,18,84,71,5,41,18,26,24,2,1,6,6,9,0,28,339,727,46.63%
9,ACAPULCO DE JUAREZ,318,C1,20,82,82,13,21,14,18,16,2,3,6,13,2,0,36,328,726,45.18%
9,ACAPULCO DE JUAREZ,319,B,14,63,68,6,10,32,12,13,5,1,1,5,2,0,26,258,532,48.50%
9,ACAPULCO DE JUAREZ,319,C1,10,67,85,3,7,22,13,11,8,2,1,3,3,0,20,255,532,47.93%
9,ACAPULCO DE JUAREZ,319,C2,12,47,65,4,10,26,7,9,12,4,6,2,2,0,31,237,531,44.63%
9,ACAPULCO DE JUAREZ,320,B,,,,,,,,,,,,,,,,,743,0.00%
9,ACAPULCO DE JUAREZ,320,C1,23,87,68,5,17,23,20,33,7,2,3,3,4,0,38,333,743,44.82%
9,ACAPULCO DE JUAREZ,321,B,4,79,25,3,7,58,15,3,0,1,4,2,0,0,6,207,352,58.81%
9,ACAPULCO DE JUAREZ,322,B,5,74,67,5,10,21,9,1,2,0,2,6,4,0,20,226,381,59.32%
9,ACAPULCO DE JUAREZ,322,C1,11,90,48,10,22,24,8,4,3,1,0,1,0,0,16,238,381,62.47%
9,ACAPULCO DE JUAREZ,323,B,7,102,276,10,9,4,20,5,1,0,3,2,3,0,30,472,708,66.67%
9,ACAPULCO DE JUAREZ,323,C1,4,130,247,11,7,2,15,4,1,1,1,2,1,0,26,452,707,63.93%
9,ACAPULCO DE JUAREZ,324,B,7,134,23,0,6,2,176,6,1,0,3,1,0,1,34,394,650,60.62%
9,ACAPULCO DE JUAREZ,325,B,3,48,39,5,4,37,6,0,1,0,4,0,0,0,16,163,266,61.28%
9,ACAPULCO DE JUAREZ,326,B,8,148,63,5,15,89,7,3,1,0,2,1,1,0,24,367,564,65.07%
9,ACAPULCO DE JUAREZ,327,B,33,250,109,21,19,2,25,8,0,0,3,7,4,0,30,511,749,68.22%
9,ACAPULCO DE JUAREZ,328,B,17,125,232,9,8,8,5,10,0,0,5,16,2,0,23,460,678,67.85%
9,ACAPULCO DE JUAREZ,328,E1,0,13,15,3,11,3,17,0,2,4,1,0,1,0,11,81,140,57.86%
9,ACAPULCO DE JUAREZ,328,E2,8,40,22,3,29,0,4,2,0,0,0,0,0,0,2,110,247,44.53%
9,ACAPULCO DE JUAREZ,329,B,4,107,64,5,8,1,5,4,1,0,1,7,3,0,20,230,405,56.79%
9,ACAPULCO DE JUAREZ,329,C1,2,111,60,7,7,4,10,5,0,0,1,10,1,0,18,236,404,58.42%
9,ACAPULCO DE JUAREZ,330,B,4,117,53,2,10,6,13,5,0,1,2,5,1,0,20,239,381,62.73%
9,ACAPULCO DE JUAREZ,330,C1,2,105,75,13,5,5,11,8,1,1,0,5,1,0,21,253,380,66.58%
9,ACAPULCO DE JUAREZ,331,B,8,164,128,11,20,3,11,21,0,0,3,6,2,0,31,408,721,56.59%
9,ACAPULCO DE JUAREZ,331,C1,12,179,122,6,19,4,16,21,7,2,2,9,3,0,10,412,720,57.22%
9,ACAPULCO DE JUAREZ,332,B,2,23,203,2,3,0,1,4,0,1,0,2,0,0,8,249,313,79.55%
9,ACAPULCO DE JUAREZ,335,B,2,88,93,5,20,3,0,13,1,0,6,5,1,0,42,279,508,54.92%
9,ACAPULCO DE JUAREZ,335,C1,6,95,86,6,43,3,4,22,0,0,2,5,3,0,31,306,507,60.36%
9,ACAPULCO DE JUAREZ,335,C2,4,94,95,4,24,3,1,22,2,0,1,6,3,0,31,290,507,57.20%
9,ACAPULCO DE JUAREZ,336,B,11,116,91,9,4,9,5,110,0,4,1,1,1,0,27,389,617,63.05%
9,ACAPULCO DE JUAREZ,336,C1,11,100,121,10,5,7,12,88,3,1,3,5,1,0,39,406,616,65.91%
9,ACAPULCO DE JUAREZ,339,B,9,95,105,55,25,13,18,27,1,3,4,10,3,0,34,402,576,69.79%
9,ACAPULCO DE JUAREZ,339,C1,8,101,112,40,35,18,9,18,4,3,3,16,1,0,31,399,576,69.27%
9,ACAPULCO DE JUAREZ,339,C2,12,116,115,24,38,9,16,17,0,0,6,14,1,0,36,404,575,70.26%
9,ACAPULCO DE JUAREZ,340,B,3,127,68,54,5,43,65,2,2,0,1,2,2,0,37,411,661,62.18%
9,ACAPULCO DE JUAREZ,341,B,5,186,69,69,6,14,6,6,0,0,0,1,2,0,11,375,460,81.52%
9,ACAPULCO DE JUAREZ,342,B,0,25,37,0,12,37,5,1,0,0,0,1,0,0,10,128,226,56.64%
9,ACAPULCO DE JUAREZ,348,B,0,27,23,1,37,66,0,0,0,0,0,1,0,0,23,178,243,73.25%
9,ACAPULCO DE JUAREZ,349,B,2,83,133,28,8,49,2,4,1,5,4,4,3,0,32,358,537,66.67%
9,ACAPULCO DE JUAREZ,350,B,0,157,32,16,10,61,13,0,0,0,0,0,0,0,37,326,422,77.25%
9,ACAPULCO DE JUAREZ,350,C1,0,139,51,4,17,75,13,0,0,0,0,2,1,0,19,321,422,76.07%
9,ACAPULCO DE JUAREZ,351,B,11,108,172,40,35,19,0,10,0,0,1,5,7,0,42,450,553,81.37%
9,ACAPULCO DE JUAREZ,351,C1,0,111,154,46,66,24,0,9,0,0,0,0,4,0,31,445,553,80.47%
9,ACAPULCO DE JUAREZ,352,B,1,112,115,73,16,22,16,3,0,0,0,0,0,0,20,378,509,74.26%
9,ACAPULCO DE JUAREZ,356,B,5,121,136,0,9,109,8,2,2,9,3,0,0,0,28,432,678,63.72%
9,ACAPULCO DE JUAREZ,356,C1,8,126,96,1,23,70,9,8,0,3,1,5,1,0,17,368,678,54.28%
9,ACAPULCO DE JUAREZ,356,C2,,,,,,,,,,,,,,,,,678,0.00%
9,ACAPULCO DE JUAREZ,357,B,7,131,59,15,6,19,6,6,2,4,8,2,5,0,36,306,519,58.96%
9,ACAPULCO DE JUAREZ,357,C1,5,107,44,15,9,48,4,3,0,8,12,7,3,0,47,312,519,60.12%
9,ACAPULCO DE JUAREZ,358,B,10,154,56,4,16,39,2,3,1,1,4,3,2,0,29,324,422,76.78%
9,ACAPULCO DE JUAREZ,359,B,6,99,69,17,9,19,13,4,0,0,1,5,4,0,39,285,394,72.34%
9,ACAPULCO DE JUAREZ,359,C1,18,80,75,19,17,22,25,4,4,0,1,2,5,0,37,309,394,78.43%
9,ACAPULCO DE JUAREZ,360,B,1,25,21,2,4,39,0,0,0,0,0,1,0,0,18,111,175,63.43%
9,ACAPULCO DE JUAREZ,360,E1,2,48,55,11,4,25,2,23,0,1,10,0,1,0,3,185,247,74.90%
9,ACAPULCO DE JUAREZ,361,B,16,47,49,14,5,59,1,0,1,0,1,0,3,0,20,216,289,74.74%
9,ACAPULCO DE JUAREZ,364,B,14,97,61,2,14,47,3,25,1,0,7,6,3,0,24,304,597,50.92%
9,ACAPULCO DE JUAREZ,364,C1,9,108,54,5,15,33,2,19,1,2,10,4,0,0,25,287,597,48.07%
9,ACAPULCO DE JUAREZ,364,C2,10,80,70,6,17,50,6,13,0,2,6,7,3,0,30,300,597,50.25%
9,ACAPULCO DE JUAREZ,365,B,20,77,31,4,11,88,6,2,1,0,0,0,0,0,44,284,538,52.79%
9,ACAPULCO DE JUAREZ,366,B,6,70,33,18,20,39,11,1,1,0,0,0,0,0,28,227,404,56.19%
9,ACAPULCO DE JUAREZ,366,C1,13,139,65,65,139,43,9,2,2,0,4,0,0,0,60,541,404,133.91%
9,ACAPULCO DE JUAREZ,366,E1,3,66,19,18,4,5,18,0,0,0,0,3,3,0,19,158,224,70.54%
10,ATOYAC DE ALVAREZ,596,B,4,102,95,1,2,28,2,44,4,0,0,0,0,0,20,302,629,48.01%
10,ATOYAC DE ALVAREZ,597,B,1,94,71,4,5,11,2,14,2,0,4,0,0,0,11,219,431,50.81%
10,ATOYAC DE ALVAREZ,597,C1,2,93,65,3,6,8,0,19,5,0,3,0,0,0,6,210,430,48.84%
10,ATOYAC DE ALVAREZ,598,B,1,58,114,2,9,17,5,59,5,0,1,2,0,0,25,298,683,43.63%
10,ATOYAC DE ALVAREZ,599,B,1,83,83,2,7,24,2,28,0,0,3,1,0,0,16,250,594,42.09%
10,ATOYAC DE ALVAREZ,599,C1,0,65,73,2,11,30,4,63,4,0,2,0,0,0,17,271,593,45.70%
10,ATOYAC DE ALVAREZ,600,B,3,117,109,3,12,8,3,39,2,0,4,3,0,0,16,319,746,42.76%
10,ATOYAC DE ALVAREZ,602,B,2,100,136,2,9,25,5,66,2,0,3,1,0,0,15,366,712,51.40%
10,ATOYAC DE ALVAREZ,603,B,4,85,54,2,12,39,12,49,5,0,0,2,0,0,11,275,486,56.58%
10,ATOYAC DE ALVAREZ,604,B,2,63,82,1,2,23,8,41,1,0,0,1,0,0,19,243,497,48.89%
10,ATOYAC DE ALVAREZ,604,C1,3,89,76,3,11,18,4,35,1,0,1,3,0,0,12,256,496,51.61%
10,ATOYAC DE ALVAREZ,605,B,1,68,75,3,4,13,4,46,4,0,2,0,0,0,17,237,484,48.97%
10,ATOYAC DE ALVAREZ,605,C1,4,76,61,2,11,19,3,37,3,0,1,0,0,0,14,231,483,47.83%
10,ATOYAC DE ALVAREZ,606,B,0,122,126,2,9,14,10,41,3,0,3,1,0,0,21,352,727,48.42%
10,ATOYAC DE ALVAREZ,607,B,0,96,67,0,12,18,9,47,3,0,3,1,0,0,8,264,491,53.77%
10,ATOYAC DE ALVAREZ,607,C1,4,100,71,3,9,21,7,47,3,0,0,0,0,0,12,277,491,56.42%
10,ATOYAC DE ALVAREZ,608,B,1,70,49,1,10,11,4,36,2,0,3,1,0,1,6,195,383,50.91%
10,ATOYAC DE ALVAREZ,608,C1,4,55,63,2,5,17,5,44,1,0,3,0,0,0,11,210,382,54.97%
10,ATOYAC DE ALVAREZ,609,B,3,80,106,2,6,34,6,27,2,0,4,4,0,4,24,302,620,48.71%
10,ATOYAC DE ALVAREZ,609,C1,1,96,115,0,5,27,14,34,3,0,3,0,0,0,15,313,619,50.57%
10,ATOYAC DE ALVAREZ,610,B,4,94,80,2,21,13,4,31,7,0,1,1,0,0,13,271,541,50.09%
10,ATOYAC DE ALVAREZ,610,C1,10,86,80,3,22,16,6,44,3,0,4,2,0,0,14,290,541,53.60%
10,ATOYAC DE ALVAREZ,611,B,2,93,136,1,8,26,6,68,11,0,3,3,0,0,21,378,639,59.15%
10,ATOYAC DE ALVAREZ,611,C1,5,92,120,2,16,20,9,79,13,0,2,2,0,0,18,378,639,59.15%
10,ATOYAC DE ALVAREZ,612,B,2,76,28,1,2,3,1,11,1,0,0,51,0,0,29,205,433,47.34%
10,ATOYAC DE ALVAREZ,613,B,0,50,60,1,1,2,3,4,2,0,1,36,0,0,25,185,344,53.78%
10,ATOYAC DE ALVAREZ,614,B,0,172,21,0,0,1,0,0,0,0,0,0,0,0,2,196,195,100.51%
10,ATOYAC DE ALVAREZ,615,B,0,35,21,3,2,4,0,9,1,0,1,0,0,0,4,80,164,48.78%
10,ATOYAC DE ALVAREZ,616,B,1,59,38,1,1,1,0,6,1,0,40,2,0,0,8,158,251,62.95%
10,ATOYAC DE ALVAREZ,619,B,1,139,56,4,4,2,9,14,7,0,38,3,0,0,7,284,518,54.83%
10,ATOYAC DE ALVAREZ,620,B,0,36,65,1,6,7,0,10,0,0,4,0,0,0,6,135,235,57.45%
10,ATOYAC DE ALVAREZ,621,B,0,93,158,0,3,3,1,19,0,0,54,0,0,0,16,347,583,59.52%
10,ATOYAC DE ALVAREZ,622,B,0,85,104,1,2,3,1,24,4,0,44,0,0,0,20,288,456,63.16%
10,ATOYAC DE ALVAREZ,622,E1,1,58,41,0,3,1,7,95,1,0,16,0,0,0,7,230,419,54.89%
10,ATOYAC DE ALVAREZ,622,E2,1,44,24,0,0,3,1,2,0,0,4,0,0,0,6,85,192,44.27%
10,ATOYAC DE ALVAREZ,623,B,1,92,86,0,4,15,2,11,1,0,22,0,0,0,10,244,395,61.77%
10,ATOYAC DE ALVAREZ,623,C1,0,85,63,0,2,22,2,19,1,0,28,2,0,0,8,232,394,58.88%
10,ATOYAC DE ALVAREZ,624,B,0,69,84,0,0,2,3,20,3,0,30,0,0,0,0,211,411,51.34%
10,ATOYAC DE ALVAREZ,624,C1,0,88,74,0,0,7,1,16,0,0,27,2,0,0,11,226,410,55.12%
10,ATOYAC DE ALVAREZ,626,B,0,109,42,1,10,14,0,8,2,0,2,1,0,0,18,207,341,60.70%
10,ATOYAC DE ALVAREZ,627,B,0,52,74,5,28,52,11,55,10,0,5,2,0,0,32,326,564,57.80%
10,ATOYAC DE ALVAREZ,628,B,1,83,19,2,0,57,1,8,1,0,1,1,0,0,7,181,264,68.56%
10,ATOYAC DE ALVAREZ,630,B,0,75,113,2,8,10,12,5,1,0,3,0,0,0,25,254,411,61.80%
10,ATOYAC DE ALVAREZ,631,B,0,80,42,1,2,42,1,4,3,0,0,0,0,0,3,178,239,74.48%
10,ATOYAC DE ALVAREZ,632,B,2,115,90,0,5,0,0,10,0,0,3,1,0,0,7,233,341,68.33%
10,ATOYAC DE ALVAREZ,633,B,1,74,177,2,1,4,1,10,2,0,3,1,0,1,9,286,404,70.79%
10,ATOYAC DE ALVAREZ,634,B,0,20,45,1,1,50,0,15,1,0,0,0,0,0,10,143,221,64.71%
10,ATOYAC DE ALVAREZ,636,B,0,24,52,1,4,11,1,5,2,0,1,0,0,0,4,105,200,52.50%
10,ATOYAC DE ALVAREZ,637,B,3,92,107,0,6,7,21,58,0,0,2,1,0,0,9,306,559,54.74%
10,ATOYAC DE ALVAREZ,638,B,1,21,57,1,0,14,0,24,0,0,1,21,0,0,1,141,232,60.78%
10,ATOYAC DE ALVAREZ,639,B,0,122,184,6,1,14,14,20,1,0,2,3,0,0,10,377,654,57.65%
10,ATOYAC DE ALVAREZ,640,B,1,81,93,1,2,6,1,30,0,0,7,1,0,0,8,231,327,70.64%
10,ATOYAC DE ALVAREZ,641,B,0,169,115,0,0,10,8,17,0,0,6,0,0,0,9,334,621,53.78%
10,ATOYAC DE ALVAREZ,642,B,0,40,75,0,1,7,0,7,0,0,0,0,0,0,4,134,208,64.42%
10,ATOYAC DE ALVAREZ,644,B,0,49,15,1,1,55,1,2,2,0,0,0,0,0,2,128,238,53.78%
10,ATOYAC DE ALVAREZ,645,B,2,216,151,2,6,21,8,7,1,0,2,0,0,0,17,433,749,57.81%
10,ATOYAC DE ALVAREZ,646,B,2,123,90,2,3,15,5,15,0,0,3,0,0,2,12,272,440,61.82%
10,ATOYAC DE ALVAREZ,646,C1,2,123,101,0,11,6,10,10,0,0,1,0,0,0,16,280,440,63.64%
10,ATOYAC DE ALVAREZ,647,B,1,176,112,2,4,16,6,16,0,0,0,5,0,0,15,353,551,64.07%
10,ATOYAC DE ALVAREZ,647,C1,0,171,109,2,6,15,7,1,0,0,0,6,0,0,17,334,551,60.62%
10,ATOYAC DE ALVAREZ,649,B,0,44,42,2,2,4,0,0,0,0,0,0,0,0,3,97,124,78.23%
10,ATOYAC DE ALVAREZ,650,B,0,47,61,2,56,22,2,24,7,0,1,0,0,0,9,231,414,55.80%
10,ATOYAC DE ALVAREZ,650,C1,0,42,56,2,39,25,2,30,4,0,0,0,0,0,10,210,414,50.72%
10,ATOYAC DE ALVAREZ,651,B,0,20,23,2,0,10,0,0,4,0,0,0,0,0,7,66,101,65.35%
10,ATOYAC DE ALVAREZ,652,B,1,55,73,2,9,32,6,15,3,0,1,1,0,0,12,210,365,57.53%
10,ATOYAC DE ALVAREZ,653,B,2,52,99,2,1,14,9,9,2,0,0,0,0,0,19,209,406,51.48%
10,ATOYAC DE ALVAREZ,654,B,2,25,57,0,3,6,0,10,1,0,0,0,0,0,3,107,201,53.23%
10,ATOYAC DE ALVAREZ,655,B,1,38,61,1,4,13,0,12,8,0,0,2,0,2,0,142,198,71.72%
10,ATOYAC DE ALVAREZ,656,B,0,29,45,0,0,7,3,10,2,0,1,0,0,0,5,102,181,56.35%
10,ATOYAC DE ALVAREZ,657,B,0,64,151,0,8,13,7,26,2,0,4,3,0,0,24,302,602,50.17%
10,ATOYAC DE ALVAREZ,657,C1,1,68,153,3,2,7,12,33,2,0,2,1,0,0,39,323,602,53.65%
10,ATOYAC DE ALVAREZ,658,B,2,74,84,1,4,10,7,15,0,0,14,0,0,0,7,218,323,67.49%
10,ATOYAC DE ALVAREZ,658,E1,1,34,70,3,4,17,2,11,0,0,1,0,0,0,4,147,272,54.04%
10,ATOYAC DE ALVAREZ,659,B,1,78,120,2,12,22,2,24,1,0,4,0,0,0,25,291,612,47.55%
10,ATOYAC DE ALVAREZ,659,C1,0,93,97,1,8,34,2,27,0,0,3,2,0,0,19,286,611,46.81%
10,ATOYAC DE ALVAREZ,660,B,0,77,166,1,1,30,5,17,0,0,2,0,0,0,11,310,453,68.43%
10,ATOYAC DE ALVAREZ,661,B,3,51,79,1,12,64,0,28,0,0,10,3,0,0,14,265,499,53.11%
10,ATOYAC DE ALVAREZ,661,C1,3,59,84,2,19,50,5,24,3,0,0,0,0,0,15,264,498,53.01%
10,ATOYAC DE ALVAREZ,662,B,3,68,76,5,2,6,1,14,1,0,1,0,0,0,11,188,453,41.50%
10,ATOYAC DE ALVAREZ,663,B,2,135,70,1,11,47,0,22,2,0,3,0,0,0,15,308,507,60.75%
10,ATOYAC DE ALVAREZ,663,C1,1,114,72,0,11,37,4,25,0,0,1,3,0,0,14,282,506,55.73%
10,ATOYAC DE ALVAREZ,664,B,0,65,78,1,4,42,3,5,0,0,1,0,0,0,8,207,431,48.03%
10,ATOYAC DE ALVAREZ,664,C1,0,57,93,2,0,32,0,8,0,0,0,0,0,0,6,198,431,45.94%
10,ATOYAC DE ALVAREZ,665,B,0,47,61,2,55,22,2,24,7,0,1,0,0,0,10,231,514,44.94%
10,ATOYAC DE ALVAREZ,665,C1,3,86,72,4,3,42,3,16,0,0,4,0,0,0,10,243,513,47.37%
10,ATOYAC DE ALVAREZ,666,B,0,41,23,4,30,16,2,17,3,0,0,0,0,0,0,136,248,54.84%
10,ATOYAC DE ALVAREZ,667,B,1,112,38,2,5,36,0,9,0,0,0,1,0,0,0,204,429,47.55%
10,ATOYAC DE ALVAREZ,668,B,1,33,46,1,27,122,2,9,1,0,0,1,0,0,14,257,500,51.40%
10,ATOYAC DE ALVAREZ,668,C1,0,42,37,0,17,132,4,4,1,0,0,0,0,0,29,266,500,53.20%
10,ATOYAC DE ALVAREZ,669,B,0,34,44,6,6,153,2,8,1,0,0,0,0,0,29,283,512,55.27%
10,ATOYAC DE ALVAREZ,669,C1,1,37,41,0,13,157,3,6,1,0,0,1,0,0,15,275,511,53.82%
10,ATOYAC DE ALVAREZ,669,E1,2,62,62,6,0,23,3,1,0,0,1,5,0,0,7,172,338,50.89%
10,ATOYAC DE ALVAREZ,670,B,1,71,141,1,41,42,7,27,2,0,0,6,0,3,26,368,677,54.36%
10,ATOYAC DE ALVAREZ,670,C1,3,57,135,1,49,34,4,25,1,0,0,4,0,0,21,334,676,49.41%
10,ATOYAC DE ALVAREZ,670,C2,1,77,129,3,42,32,4,23,3,0,2,6,0,0,23,345,676,51.04%
10,BENITO JUAREZ,763,B,9,121,166,3,5,15,25,14,1,0,2,0,0,0,25,386,619,62.36%
10,BENITO JUAREZ,763,C1,7,122,181,0,5,15,13,9,3,0,7,3,0,0,29,394,619,63.65%
10,BENITO JUAREZ,764,B,2,117,138,3,0,12,14,5,0,0,7,0,0,0,21,319,462,69.05%
10,BENITO JUAREZ,764,C1,7,93,120,1,1,5,16,8,2,0,1,3,0,2,18,277,461,60.09%
10,BENITO JUAREZ,765,B,6,151,120,4,4,7,12,3,3,0,0,2,0,0,20,332,474,70.04%
10,BENITO JUAREZ,765,C1,3,136,123,0,0,13,10,6,1,0,2,0,0,0,0,294,473,62.16%
10,BENITO JUAREZ,766,B,0,181,259,2,0,13,12,4,2,0,2,0,0,0,22,497,687,72.34%
10,BENITO JUAREZ,766,C1,1,171,251,2,4,16,10,12,1,0,7,0,0,0,23,498,687,72.49%
10,BENITO JUAREZ,767,B,6,143,158,1,4,14,15,13,3,0,3,0,0,0,21,381,641,59.44%
10,BENITO JUAREZ,767,C1,2,141,162,2,4,15,15,19,0,0,2,0,0,0,17,379,641,59.13%
10,BENITO JUAREZ,768,B,0,69,60,1,0,2,1,0,0,0,4,0,0,0,13,150,206,72.82%
10,BENITO JUAREZ,769,B,2,42,78,1,2,0,9,5,0,0,1,0,0,0,6,146,221,66.06%
10,BENITO JUAREZ,770,B,1,137,140,0,2,5,7,3,0,0,5,3,0,0,9,312,480,65.00%
10,BENITO JUAREZ,770,C1,4,156,153,2,2,0,10,5,2,0,1,0,0,0,4,339,479,70.77%
10,BENITO JUAREZ,771,B,1,23,57,3,3,26,3,8,0,0,0,0,0,0,1,125,172,72.67%
10,BENITO JUAREZ,772,B,0,175,91,3,1,17,5,9,2,0,1,0,0,2,11,317,444,71.40%
10,BENITO JUAREZ,773,B,2,201,141,1,0,12,2,3,2,0,2,0,0,0,0,366,620,59.03%
10,BENITO JUAREZ,773,C1,6,195,151,1,6,9,3,2,1,0,2,6,0,0,16,398,620,64.19%
10,BENITO JUAREZ,774,B,1,254,164,0,0,5,2,3,0,0,0,0,0,0,4,433,592,73.14%
10,BENITO JUAREZ,774,C1,4,239,166,0,0,8,8,2,0,0,1,0,0,0,6,434,592,73.31%
10,BENITO JUAREZ,775,B,1,134,99,1,4,4,1,0,0,0,0,0,0,0,0,244,395,61.77%
10,BENITO JUAREZ,775,C1,0,110,123,2,0,6,3,2,0,0,1,0,0,0,14,261,394,66.24%
10,BENITO JUAREZ,776,B,4,157,109,1,2,12,8,3,0,0,0,0,0,0,20,316,487,64.89%
10,BENITO JUAREZ,776,C1,2,176,114,1,0,12,4,3,0,0,2,1,0,0,5,320,487,65.71%
10,BENITO JUAREZ,777,B,0,111,121,4,1,15,1,2,0,0,0,3,0,0,5,263,383,68.67%
10,TECPAN DE GALEANA,2262,B,2,143,75,5,5,26,3,6,2,0,1,3,0,0,6,277,503,55.07%
10,TECPAN DE GALEANA,2262,C1,2,166,63,2,6,22,6,9,1,0,1,0,0,0,13,291,503,57.85%
10,TECPAN DE GALEANA,2262,C2,1,153,69,6,0,16,8,5,4,0,3,0,0,0,8,273,502,54.38%
10,TECPAN DE GALEANA,2263,B,8,145,115,4,4,10,15,15,0,0,1,2,0,0,14,333,562,59.25%
10,TECPAN DE GALEANA,2263,C1,7,172,97,3,2,16,20,3,3,0,1,0,0,0,9,333,561,59.36%
10,TECPAN DE GALEANA,2264,B,2,187,140,5,6,29,13,13,6,0,7,3,0,0,12,423,706,59.92%
10,TECPAN DE GALEANA,2264,C1,4,201,142,1,6,32,20,13,4,0,3,1,0,1,23,451,706,63.88%
10,TECPAN DE GALEANA,2265,B,2,169,124,5,4,36,14,3,2,0,4,1,0,0,17,381,649,58.71%
10,TECPAN DE GALEANA,2265,C1,4,144,123,0,2,43,7,12,3,0,2,2,0,0,16,358,649,55.16%
10,TECPAN DE GALEANA,2265,C2,3,124,111,2,5,55,7,6,3,0,3,1,0,0,19,339,649,52.23%
10,TECPAN DE GALEANA,2266,B,0,147,172,7,9,40,13,6,4,0,11,1,0,0,21,431,679,63.48%
10,TECPAN DE GALEANA,2266,C1,9,178,113,2,10,30,23,9,0,0,3,2,0,0,21,400,679,58.91%
10,TECPAN DE GALEANA,2267,B,1,167,149,6,7,21,13,6,5,0,18,4,0,0,10,407,639,63.69%
10,TECPAN DE GALEANA,2267,C1,4,217,144,4,1,28,9,5,1,0,8,2,0,0,10,433,638,67.87%
10,TECPAN DE GALEANA,2268,B,5,225,91,2,6,28,16,43,3,0,2,5,0,0,12,438,690,63.48%
10,TECPAN DE GALEANA,2268,C1,3,208,73,0,9,32,16,29,4,0,3,1,0,0,21,399,689,57.91%
10,TECPAN DE GALEANA,2269,B,2,162,116,2,5,25,6,5,14,0,3,2,0,0,11,353,577,61.18%
10,TECPAN DE GALEANA,2269,C1,0,162,155,4,1,19,8,6,5,0,5,1,0,0,16,382,577,66.20%
10,TECPAN DE GALEANA,2269,C2,4,183,123,4,2,25,11,0,1,0,6,2,0,0,8,369,577,63.95%
10,TECPAN DE GALEANA,2269,C3,0,165,119,1,3,17,23,3,5,0,0,0,0,0,10,346,577,59.97%
10,TECPAN DE GALEANA,2270,B,8,202,90,2,5,28,31,13,0,0,3,3,0,0,17,402,661,60.82%
10,TECPAN DE GALEANA,2270,C1,5,225,76,4,11,15,28,6,1,0,5,6,0,0,21,403,660,61.06%
10,TECPAN DE GALEANA,2271,B,1,147,71,2,4,54,20,11,0,0,3,0,0,0,17,330,592,55.74%
10,TECPAN DE GALEANA,2271,C1,4,164,51,2,5,43,16,13,1,0,3,3,0,0,14,319,592,53.89%
10,TECPAN DE GALEANA,2272,B,2,117,49,3,3,28,0,4,2,0,5,0,0,0,17,230,406,56.65%
10,TECPAN DE GALEANA,2272,C1,2,110,40,0,3,27,8,8,2,0,3,0,0,0,14,217,405,53.58%
10,TECPAN DE GALEANA,2272,S1,6,225,137,5,11,35,13,34,4,0,10,0,0,0,20,500,0,#DIV/0!
10,TECPAN DE GALEANA,2273,B,2,98,49,2,3,10,9,4,1,0,3,0,0,0,11,192,416,46.15%
10,TECPAN DE GALEANA,2273,C1,3,105,50,0,2,23,6,3,1,0,4,0,0,0,12,209,416,50.24%
10,TECPAN DE GALEANA,2274,B,5,107,81,2,4,15,2,3,6,0,4,1,0,0,9,239,454,52.64%
10,TECPAN DE GALEANA,2274,C1,6,125,78,1,5,15,8,3,6,0,3,2,0,0,14,266,453,58.72%
10,TECPAN DE GALEANA,2280,B,1,68,105,2,1,9,2,6,1,0,0,0,0,0,1,196,356,55.06%
10,TECPAN DE GALEANA,2283,B,2,117,25,0,3,4,2,1,1,0,1,0,0,0,4,160,242,66.12%
10,TECPAN DE GALEANA,2285,B,2,210,128,1,1,2,0,3,0,0,0,1,0,0,3,351,559,62.79%
10,TECPAN DE GALEANA,2297,B,0,77,67,0,1,4,11,1,1,0,1,0,0,0,2,165,233,70.82%
10,TECPAN DE GALEANA,2298,B,0,115,51,0,1,6,0,1,0,0,1,2,0,0,5,182,254,71.65%
10,TECPAN DE GALEANA,2299,B,0,77,13,0,0,3,0,0,4,0,0,0,0,0,5,102,147,69.39%
10,TECPAN DE GALEANA,2300,B,0,182,98,3,1,1,1,5,0,0,0,0,0,0,16,307,476,64.50%
10,TECPAN DE GALEANA,2310,B,1,104,129,6,7,16,4,18,2,0,6,2,0,2,0,297,642,46.26%
10,TECPAN DE GALEANA,2310,C1,3,139,109,6,4,19,2,9,1,0,4,0,0,0,0,296,641,46.18%
10,TECPAN DE GALEANA,2314,B,1,98,55,0,0,6,1,2,0,0,2,0,0,0,4,169,234,72.22%
10,TECPAN DE GALEANA,2316,B,0,0,27,0,0,5,1,2,1,0,2,32,0,0,7,77,121,63.64%
10,TECPAN DE GALEANA,2317,B,0,154,82,0,1,2,1,3,0,0,0,5,0,0,13,261,419,62.29%
10,TECPAN DE GALEANA,2318,B,0,27,25,2,1,11,4,0,2,0,1,0,0,0,4,77,172,44.77%
10,TECPAN DE GALEANA,2319,B,1,179,153,2,3,29,6,2,6,0,2,0,0,0,10,393,647,60.74%
