ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PPG,IHG,CG,PSM,PSG,CAND_IND3,CAND_IND6,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,MORENA_ES,PAN_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TEPJF,OBSERVACIONES,RUTA_ACTA
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,242,B,1,0,B,13,36,4,5,17,8,2,146,5,5,1,0,4,2,0,0,0,0,0,0,0,3,0,251,0,9,260,427,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,242,C,1,0,C01,15,29,13,6,20,4,2,159,8,2,0,5,1,3,0,0,1,0,0,0,2,1,0,271,0,18,289,427,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,243,B,1,0,B,10,33,14,11,17,6,7,212,8,6,3,2,2,4,0,0,2,0,0,0,1,3,0,341,0,13,354,607,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,243,C,1,0,C01,8,37,6,3,16,4,4,237,14,1,1,1,7,0,0,0,0,0,0,0,5,1,0,345,0,18,363,607,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,243,C,2,0,C02,11,43,10,7,13,4,4,247,11,3,3,0,3,4,0,0,1,0,0,2,0,1,0,367,0,12,379,607,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,243,C,3,0,C03,9,34,10,6,22,3,2,217,9,3,1,2,4,6,0,0,1,0,0,0,4,5,0,338,0,16,354,607,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,244,B,1,0,B,11,38,10,6,20,11,2,190,12,0,0,0,3,2,0,0,0,0,0,0,2,0,0,307,0,16,323,558,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,244,C,1,0,C01,6,50,21,11,12,10,3,171,8,1,3,1,4,4,0,0,0,1,0,0,2,1,0,309,0,17,326,558,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,244,C,2,0,C02,14,41,17,8,7,5,2,182,9,1,1,3,7,3,0,0,1,1,0,0,3,4,0,309,0,11,320,558,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,248,B,1,0,B,9,21,11,5,9,52,1,162,4,2,1,0,7,0,0,0,0,0,0,0,2,3,0,289,0,11,300,453,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,248,C,1,0,C01,12,38,6,10,5,40,2,140,6,2,0,2,6,2,0,0,0,0,1,0,1,2,0,275,2,16,293,453,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,249,B,1,0,B,9,26,4,14,13,21,5,149,5,3,0,4,2,7,0,0,1,0,0,0,3,5,0,271,0,11,282,430,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,249,C,1,0,C01,7,29,7,3,12,13,3,152,4,2,1,2,2,3,0,0,1,0,0,0,4,5,0,250,0,6,256,430,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,250,B,1,0,B,12,27,10,7,32,5,4,152,5,4,1,0,3,3,0,0,0,2,0,0,4,1,0,272,0,18,290,434,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,250,C,1,0,C01,26,14,7,3,24,7,9,142,8,5,3,3,2,1,0,0,0,0,0,0,4,2,0,260,0,15,275,434,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,253,B,1,0,B,12,25,15,9,15,3,4,158,2,2,2,2,9,2,0,0,1,0,0,0,3,1,0,265,1,16,282,436,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,253,C,1,0,C01,15,28,9,4,14,6,1,172,3,2,5,3,5,7,0,0,1,1,0,0,1,2,0,279,0,17,296,435,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,254,B,1,0,B,6,59,15,6,13,13,5,163,3,5,0,2,2,3,0,0,0,1,0,0,3,4,0,303,0,18,321,537,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,254,C,1,0,C01,20,61,4,10,13,8,4,202,8,0,0,3,0,3,0,0,0,0,0,0,3,2,0,341,0,13,354,537,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,254,C,2,0,C02,17,40,9,6,16,6,2,187,8,2,4,0,1,2,0,0,2,1,2,1,5,2,0,313,0,17,330,537,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,255,B,1,0,B,39,45,14,3,12,12,2,184,3,4,2,9,7,1,0,0,5,2,0,0,1,1,0,346,0,15,361,558,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,255,C,1,0,C01,46,53,14,6,19,11,1,133,4,4,1,1,7,4,0,0,1,0,0,0,2,6,0,313,0,17,330,558,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,255,C,2,0,C02,36,40,20,12,16,8,3,136,11,3,2,1,6,5,0,0,2,1,0,0,1,1,0,304,0,15,319,557,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,B,1,0,B,32,38,13,9,28,5,7,222,13,5,2,3,10,3,0,0,0,0,0,0,2,4,0,396,1,12,409,682,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,C,1,0,C01,34,42,16,11,16,8,5,224,3,2,1,1,7,5,0,0,0,0,0,0,2,6,0,383,1,22,406,681,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,C,2,0,C02,24,47,25,7,29,11,2,193,7,3,1,8,4,3,0,0,0,0,0,0,2,9,0,375,0,23,398,681,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,C,3,0,C03,20,50,12,4,16,10,2,207,4,4,1,6,9,5,0,0,0,1,1,0,3,3,0,358,1,17,376,681,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,C,4,0,C04,22,42,17,5,17,6,3,222,9,5,1,2,4,4,0,0,2,1,0,0,4,2,0,368,1,15,384,681,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,C,5,0,C05,29,45,14,7,15,5,5,233,10,5,0,5,5,2,0,0,0,0,0,0,2,0,0,382,0,15,397,681,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,256,C,6,0,C06,28,45,14,6,26,4,9,227,6,5,3,3,9,7,0,0,1,0,0,0,3,1,0,397,0,18,415,681,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,257,B,1,0,B,15,28,5,8,8,6,10,215,6,1,0,1,1,11,0,0,0,0,0,0,2,3,0,320,1,17,338,611,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,257,C,1,0,C01,21,35,20,5,16,7,17,171,3,4,0,4,5,9,0,0,2,0,0,0,0,2,0,321,0,19,340,610,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,257,C,2,0,C02,17,46,22,10,16,8,10,206,4,3,2,5,3,6,0,0,1,1,0,0,4,4,0,368,0,11,379,610,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,258,B,1,0,B,6,37,12,8,10,10,3,158,4,1,0,0,4,3,0,0,0,0,0,0,3,2,0,261,0,8,269,437,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,258,C,1,0,C01,8,22,12,14,7,16,3,155,7,2,1,1,5,3,0,0,0,0,1,0,0,1,0,258,1,9,268,437,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,259,B,1,0,B,11,56,11,17,8,8,9,188,6,1,5,4,3,3,0,0,0,1,0,0,3,4,0,338,0,15,353,522,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,259,C,1,0,C01,13,45,15,9,17,6,6,205,6,4,0,0,8,2,0,0,0,0,0,0,3,3,0,342,0,12,354,522,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,260,B,1,0,B,3,34,3,10,14,11,4,174,8,3,0,3,3,1,0,0,0,0,0,0,2,2,0,275,0,12,287,476,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,260,C,1,0,C01,7,32,5,6,11,17,4,177,8,1,2,2,3,1,0,0,0,0,0,0,7,4,0,287,0,20,307,476,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,261,B,1,0,B,17,34,13,6,28,10,2,212,9,1,2,3,8,6,0,0,1,1,0,0,4,4,0,361,0,21,382,711,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,261,C,1,0,C01,6,9,9,11,17,18,4,221,12,4,2,7,10,5,0,0,2,0,0,0,1,3,0,341,0,19,360,710,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,262,B,1,0,B,18,52,15,4,16,4,8,226,6,4,0,2,4,1,0,0,2,1,0,0,5,3,0,371,0,8,379,643,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,262,C,1,0,C01,23,46,6,10,18,3,4,230,10,1,0,3,7,1,0,0,0,0,0,0,3,3,0,368,0,17,385,643,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,262,C,2,0,C02,18,52,16,6,12,7,5,218,5,3,2,3,5,3,0,0,0,0,0,0,0,0,0,355,0,18,373,643,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,262,C,3,0,C03,27,42,15,13,28,6,7,214,11,1,2,2,7,6,0,0,2,0,0,0,3,4,0,390,0,18,408,643,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,263,B,1,0,B,18,53,12,4,16,3,4,187,5,3,2,2,7,1,0,0,1,0,0,0,1,4,0,323,0,20,343,571,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,263,C,1,0,C01,12,9,17,9,8,3,5,202,9,1,2,1,5,1,0,0,0,1,0,0,0,6,0,291,0,16,307,571,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,263,C,2,0,C02,10,57,17,17,17,7,6,182,10,5,1,0,8,5,0,0,0,0,0,1,1,1,0,345,0,12,357,571,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,268,B,1,0,B,6,42,12,8,12,13,7,202,5,3,1,5,4,2,0,0,0,0,0,0,5,2,0,329,0,26,355,615,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,268,C,1,0,C01,15,41,10,10,15,12,4,207,14,1,2,0,5,5,0,0,1,0,0,0,1,3,0,346,0,24,370,614,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,269,B,1,0,B,25,31,10,3,21,11,5,150,3,3,2,9,5,2,0,0,1,0,0,0,2,1,0,284,2,13,299,464,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,269,C,1,0,C01,18,32,14,12,23,6,5,141,12,2,1,1,9,3,0,0,0,0,0,0,1,3,0,283,1,11,295,463,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,270,B,1,0,B,24,52,17,10,27,4,6,232,6,3,3,7,12,7,0,0,2,0,0,0,3,8,0,423,0,20,443,686,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,270,C,1,0,C01,23,44,18,8,15,4,5,212,6,1,3,5,14,2,0,0,0,0,0,1,1,5,0,367,0,28,395,686,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,271,B,1,0,B,21,29,12,11,10,5,0,178,6,3,4,1,4,5,0,0,0,0,0,0,1,5,0,295,0,10,305,458,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,271,C,1,0,C01,18,26,9,7,14,6,9,157,5,2,1,7,4,7,0,0,0,1,0,0,0,5,0,278,0,9,287,458,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,272,B,1,0,B,33,53,16,9,26,11,8,238,9,7,0,4,5,6,0,0,0,2,0,0,3,2,0,432,1,21,454,705,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,272,C,1,0,C01,38,39,13,17,22,10,10,280,10,3,1,2,5,2,0,0,1,0,0,0,2,2,0,457,1,19,477,704,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,273,B,1,0,B,11,71,12,9,27,9,6,198,6,4,5,3,5,2,0,0,0,1,0,0,7,5,0,381,0,24,405,620,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,273,C,1,0,C01,18,72,13,11,11,12,3,194,6,0,0,5,6,2,0,0,0,0,0,0,3,4,0,360,1,3,364,620,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,274,B,1,0,B,23,51,10,18,29,10,8,234,9,7,2,2,10,4,0,0,0,0,1,0,4,3,0,425,1,11,437,695,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,274,C,1,0,C01,23,70,10,10,23,10,5,236,6,5,4,3,6,6,0,0,2,0,0,0,3,2,0,424,0,9,433,694,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,275,B,1,0,B,14,53,13,12,12,15,3,126,9,3,1,4,6,1,0,0,3,0,0,0,4,1,0,280,0,13,293,461,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,275,C,1,0,C01,18,42,22,12,10,5,7,145,6,0,1,3,5,3,0,0,0,0,0,2,2,2,0,285,0,7,292,461,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,276,B,1,0,B,38,55,13,8,35,11,6,146,1,5,3,2,1,2,0,0,0,1,0,0,5,12,0,344,0,19,363,563,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,276,C,1,0,C01,35,39,12,6,25,9,3,139,6,5,4,4,5,1,0,0,1,0,0,0,3,5,0,302,0,17,319,562,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,276,S,1,0,SMR01,6,17,4,4,2,2,0,29,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,69,0,4,73,0,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,276,S,2,0,SMR02,1,2,0,1,2,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23,0,1,24,0,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,277,B,1,0,B,14,45,14,6,32,7,5,157,11,1,1,4,7,0,0,0,1,1,0,0,1,3,0,310,1,23,334,556,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,277,C,1,0,C01,15,45,11,7,35,11,5,161,6,3,1,0,9,6,0,0,0,0,0,0,1,2,0,318,0,16,334,556,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,277,C,2,0,C02,20,39,18,19,18,10,4,170,5,2,1,0,8,2,0,0,1,0,0,0,3,6,0,326,0,20,346,556,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,278,B,1,0,B,40,34,13,6,21,10,4,152,5,0,0,5,11,3,0,0,3,0,0,0,2,2,0,311,0,26,337,612,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,278,C,1,0,C01,25,34,11,8,18,14,5,163,7,5,1,2,8,2,0,0,0,1,0,1,0,2,0,307,1,15,323,611,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,278,C,2,0,C02,28,39,27,10,20,10,2,169,7,3,2,1,5,1,0,0,0,0,0,0,5,3,0,332,0,23,355,611,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,278,C,3,0,C03,26,29,20,10,15,13,5,180,7,0,1,5,6,3,0,0,2,0,0,0,0,8,0,330,0,12,342,611,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,278,C,4,0,C04,38,42,16,13,20,20,1,145,7,0,3,6,6,3,0,0,2,0,0,1,1,3,0,327,0,11,338,611,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,279,B,1,0,B,24,60,10,16,26,11,2,140,9,1,1,3,3,4,0,0,3,0,1,0,4,7,0,325,0,22,347,670,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,279,C,1,0,C01,21,59,12,15,26,10,4,157,6,3,2,0,5,1,0,0,1,0,0,0,4,4,0,330,0,20,350,670,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,279,C,2,0,C02,26,49,9,16,30,6,5,180,11,4,2,3,5,1,0,0,1,0,0,0,7,2,0,357,0,28,385,670,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,279,C,3,0,C03,18,27,15,13,33,13,1,295,8,3,1,5,1,1,0,0,2,0,0,0,6,9,0,451,1,12,464,670,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,279,C,4,0,C04,22,35,20,19,32,9,5,191,8,3,0,3,10,1,0,0,0,0,0,0,4,2,0,364,0,22,386,670,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,279,C,5,0,C05,16,52,19,12,35,9,4,168,6,3,2,5,6,3,0,0,1,0,0,0,7,9,0,357,0,23,380,669,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,285,B,1,0,B,19,41,15,8,27,19,10,154,10,6,0,2,3,1,0,0,2,0,1,0,1,2,0,321,0,25,346,680,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,285,C,1,0,C01,18,50,18,19,28,16,4,146,9,1,1,4,8,0,0,0,1,1,0,0,3,4,0,331,0,23,354,680,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,285,C,2,0,C02,18,38,18,9,35,19,5,154,10,2,0,2,3,1,0,0,0,0,0,2,3,0,0,319,0,20,339,680,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,286,B,1,0,B,63,62,11,30,66,6,6,146,5,1,3,0,3,5,0,0,3,1,0,0,8,0,0,419,0,20,439,712,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,286,C,1,0,C01,67,83,12,31,46,8,2,138,8,4,1,7,6,2,0,0,1,1,1,0,1,2,0,421,0,16,437,712,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,287,B,1,0,B,65,56,14,22,40,10,6,112,6,3,2,3,5,2,0,0,0,1,0,0,2,6,0,355,0,16,371,630,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,287,C,1,0,C01,53,63,15,14,28,17,12,128,5,1,1,5,5,1,0,0,2,1,0,0,5,1,0,357,1,21,379,630,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,287,C,2,0,C02,56,60,16,14,28,9,4,146,5,2,2,3,2,1,0,0,1,0,0,0,1,2,0,352,0,19,371,629,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,287,S,1,0,SMR01,2,31,3,0,13,4,0,41,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,101,0,8,109,0,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,287,S,2,0,SMR02,4,32,6,9,5,3,3,37,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,103,0,0,103,0,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,288,B,1,0,B,45,46,6,22,30,9,5,74,9,1,1,4,5,2,0,0,0,1,0,0,1,2,0,263,0,21,284,450,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,288,C,1,0,C01,51,41,11,12,25,11,7,81,9,1,0,1,3,0,0,0,2,0,0,0,4,1,0,260,0,11,271,449,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,289,B,1,0,B,49,53,11,14,29,10,2,79,7,3,0,1,2,2,0,0,1,0,0,3,0,0,0,266,0,17,283,498,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,289,C,1,0,C01,32,53,15,17,36,9,5,95,3,0,2,2,7,2,0,0,0,1,1,1,3,3,0,287,0,21,308,497,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,298,B,1,0,B,29,59,16,14,31,15,19,178,6,2,1,2,10,4,0,0,0,0,0,0,2,3,0,391,0,18,409,689,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,298,C,1,0,C01,24,57,17,13,27,5,12,150,10,2,0,1,4,6,0,0,3,0,1,0,2,4,0,338,0,16,354,689,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,298,C,2,0,C02,33,63,21,12,26,10,9,164,7,2,1,3,2,9,0,0,0,2,0,0,3,5,0,372,0,23,395,689,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,298,C,3,0,C03,30,58,14,23,49,6,9,144,6,7,2,0,10,2,0,0,3,2,0,0,8,2,0,375,0,16,391,688,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,299,B,1,0,B,25,52,9,18,31,10,9,115,3,4,2,1,6,3,0,0,2,0,0,0,5,0,0,295,0,20,315,547,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,299,C,1,0,C01,21,55,16,8,26,6,8,129,3,4,1,0,4,7,0,0,4,0,0,0,3,2,0,297,0,18,315,547,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,299,C,2,0,C02,16,54,7,19,20,17,8,155,6,3,1,2,5,3,0,0,0,0,0,0,3,2,0,321,0,14,335,547,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,299,S,1,0,SMR01,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,9,0,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,299,S,2,0,SMR02,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,31,34,0,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,300,B,1,0,B,17,50,24,25,25,6,2,155,17,4,5,6,8,15,0,0,0,0,1,0,6,4,0,370,0,25,395,742,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,300,C,1,0,C01,17,47,30,17,17,8,9,199,6,3,8,2,13,5,0,0,1,0,0,0,6,4,0,392,0,22,414,741,Grupo de recuento,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,300,C,2,0,C02,14,69,28,19,18,4,4,176,8,3,3,6,24,10,0,0,1,0,0,0,4,2,0,393,0,29,422,741,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,300,C,3,0,C03,17,40,21,25,21,6,6,185,2,3,1,2,11,9,0,0,0,0,1,0,7,4,0,361,1,24,386,741,Acta casilla,,,
12,GUERRERO,3,ACAPULCO DE JUAREZ,1,ACAPULCO DE JUAREZ,302,B,1,0,B,72,82,14,18,25,9,8,76,4,2,1,2,3,2,0,0,3,0,0,0,1,1,0,323,0,10,333,599,Grupo de recuento,,,
