ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,CASILLA,PAN,PRI,PRD,PVEM,PT,MC,NA,MORENA,ES,PPG,IH,CG,PSM,PSG,CAND_IND1,CAND_IND2,CAND_IND4,CAND_IND5,CAND_IND7,CAND_IND8,CAND_IND9,PAN_PRD_MC,PAN_PRD,PAN_MC,PRD_MC,PRI_PVEM,MORENA_ES,PAN_PRD,PRD_MC,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,557,B,1,0,B,2,54,2,1,123,0,1,1,0,0,0,50,0,0,,,,,,,,0,0,0,1,5,0,,,240,0,14,254,395,Acta casilla,,,
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,559,B,1,0,B,0,51,2,0,66,1,1,1,0,0,1,77,0,0,,,,,,,,0,0,0,0,0,0,,,200,0,8,208,267,Acta casilla,,,
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,560,B,1,0,B,1,75,3,0,116,1,5,35,4,0,8,167,0,0,,,,,,,,0,0,0,0,2,0,,,417,0,39,456,627,Acta casilla,,,
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,561,B,1,0,B,0,109,1,1,207,1,1,9,0,0,1,93,0,0,,,,,,,,0,0,0,0,0,0,,,423,0,31,454,617,Acta casilla,,,
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,562,B,1,0,B,0,38,6,1,151,0,0,0,0,0,3,69,0,0,,,,,,,,0,0,0,0,3,0,,,271,0,9,280,414,Acta casilla,,,
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,562,C,1,0,C01,0,71,6,0,160,0,0,0,2,0,1,47,0,0,,,,,,,,0,0,0,0,4,0,,,291,0,7,298,414,Acta casilla,,,
12,GUERRERO,23,HUITZUCO DE LOS FIGUEROA,8,ATENANGO DEL RIO,563,B,1,0,B,1,114,7,3,127,1,2,7,2,0,1,121,0,0,,,,,,,,0,0,0,0,0,0,,,386,0,15,401,531,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,564,B,1,0,B,0,1,4,172,35,59,0,54,3,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,328,0,7,335,419,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,564,C,1,0,C01,0,8,0,126,54,52,0,56,0,0,0,0,0,0,,,,,,,,1,0,0,0,0,0,,,297,0,24,321,419,Acta casilla,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,565,B,1,0,B,0,3,0,115,17,22,0,183,1,2,0,0,0,1,,,,,,,,0,0,0,0,0,0,,,344,0,30,374,475,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,566,B,1,0,B,0,0,2,103,9,75,0,54,2,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,246,0,15,261,342,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,567,B,1,0,B,0,0,0,7,11,7,0,126,3,1,0,0,0,0,,,,,,,,0,0,0,0,0,2,,,157,0,8,165,269,Acta casilla,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,568,B,1,0,B,0,2,3,57,8,38,0,62,3,0,0,0,0,0,,,,,,,,0,0,0,0,0,2,,,175,0,13,188,270,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,569,B,1,0,B,0,2,2,24,17,32,0,165,6,0,0,0,0,1,,,,,,,,0,0,0,0,0,0,,,249,0,27,276,479,Acta casilla,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,570,B,1,0,B,0,1,2,28,7,62,0,166,3,2,0,0,0,3,,,,,,,,0,0,0,0,0,1,,,275,0,11,286,394,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,570,C,1,0,C01,0,3,1,28,7,58,0,181,3,4,0,0,0,0,,,,,,,,0,0,0,1,0,2,,,288,0,10,298,394,Grupo de recuento,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,571,B,1,0,B,0,0,0,24,9,27,0,44,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,105,0,9,114,151,Acta casilla,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,572,B,1,0,B,2,0,3,4,28,48,0,193,1,1,0,0,0,4,,,,,,,,0,0,0,0,0,0,,,284,0,7,291,406,Acta casilla,,,
12,GUERRERO,28,TLAPA DE COMONFORT,9,ATLAMAJALCINGO DEL MONTE,572,E,1,0,E01,0,3,0,49,0,11,0,41,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,104,0,2,106,125,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,573,B,1,0,B,121,6,207,3,4,3,13,16,0,0,2,2,0,0,,,,,,,,0,0,0,0,0,0,,,377,0,32,409,635,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,573,C,1,0,C01,106,3,241,1,3,0,14,16,0,0,3,0,0,0,,,,,,,,0,0,0,0,0,0,,,387,0,33,420,635,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,573,C,2,0,C02,159,8,182,6,1,2,18,9,0,0,6,0,0,0,,,,,,,,0,0,0,0,0,0,,,391,0,48,439,635,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,575,B,1,0,B,77,3,91,3,2,0,8,5,0,0,2,0,0,0,,,,,,,,0,0,0,0,0,0,,,191,0,16,207,273,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,576,B,1,0,B,39,2,93,0,1,2,52,2,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,,,192,0,14,206,279,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,577,B,1,0,B,150,3,103,0,5,0,44,6,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,311,0,36,347,464,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,577,C,1,0,C01,5,107,0,0,0,0,57,6,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,175,0,31,206,464,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,578,B,1,0,B,83,4,105,0,2,0,17,1,0,0,1,0,0,0,,,,,,,,0,0,0,0,0,0,,,213,0,12,225,298,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,579,B,1,0,B,66,7,155,3,2,1,10,6,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,250,0,14,264,417,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,579,C,1,0,C01,82,3,146,0,6,0,13,9,0,0,2,1,0,0,,,,,,,,0,0,0,0,0,0,,,262,0,13,275,417,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,580,B,1,0,B,114,13,129,1,2,1,67,9,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,,,337,0,35,372,540,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,581,B,1,0,B,43,14,56,1,2,1,9,6,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,132,0,11,143,184,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,B,1,0,B,212,8,148,3,22,2,6,15,0,0,0,3,0,0,,,,,,,,0,0,0,0,0,0,,,419,0,28,447,554,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,C,1,0,C01,210,7,147,1,16,3,1,11,0,0,0,0,0,0,,,,,,,,0,0,0,0,2,0,,,398,0,34,432,554,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,C,2,0,C02,177,13,170,1,15,2,2,11,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,391,0,29,420,553,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,582,S,1,0,SMR01,12,1,18,0,3,0,7,1,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,42,0,0,42,0,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,583,B,1,0,B,51,2,28,1,46,2,43,3,0,0,1,1,0,0,,,,,,,,0,0,0,0,0,0,,,178,0,14,192,250,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,583,E,1,0,E01,78,4,93,0,10,0,5,2,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,193,0,13,206,269,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,584,B,1,0,B,74,6,35,2,117,0,15,8,0,8,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,265,0,75,340,533,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,584,E,1,0,E01,27,6,67,2,47,2,77,12,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,240,0,45,285,437,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,585,B,1,0,B,46,5,130,0,26,0,14,13,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,234,0,28,262,429,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,585,C,1,0,C01,46,6,107,1,25,0,8,3,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,197,0,29,226,429,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,B,1,0,B,21,7,130,1,142,0,40,7,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,348,0,29,377,472,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,C,1,0,C01,3,25,164,0,119,1,19,16,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,347,0,34,381,472,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,E,1,0,E01,20,2,250,0,66,0,39,14,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,391,0,26,417,548,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,586,E,1,1,E01C01,30,2,252,0,84,1,48,3,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,,,421,0,38,459,548,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,587,B,1,0,B,50,15,213,1,118,0,43,20,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,460,0,34,494,615,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,587,E,1,0,E01,17,1,48,1,4,0,6,4,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,81,0,10,91,106,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,588,B,1,0,B,63,10,64,1,83,1,3,8,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,233,0,32,265,320,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,589,B,1,0,B,32,1,146,0,73,0,9,4,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,265,3,24,292,340,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,589,E,1,0,E01,19,0,70,0,2,0,1,5,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,97,0,15,112,129,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,590,B,1,0,B,71,5,201,1,53,1,1,26,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,,,360,0,41,401,503,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,591,B,1,0,B,148,3,315,4,30,0,14,4,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,518,0,57,575,750,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,592,B,1,0,B,90,15,175,1,7,1,93,36,0,1,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,419,0,55,474,538,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,592,C,1,0,C01,80,17,172,1,9,1,1,82,0,48,1,0,0,0,,,,,,,,0,0,0,0,0,0,,,412,0,39,451,538,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,593,B,1,0,B,63,13,146,1,5,0,39,6,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,273,0,16,289,362,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,594,B,1,0,B,169,84,174,5,7,0,72,30,0,0,0,1,0,0,,,,,,,,0,0,0,0,0,0,,,542,0,0,542,715,Grupo de recuento,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,595,B,1,0,B,56,30,179,7,13,1,122,5,0,0,0,0,0,0,,,,,,,,0,0,0,0,1,0,,,414,0,29,443,531,Acta casilla,,,
12,GUERRERO,26,ATLIXTAC,10,ATLIXTAC,595,C,1,0,C01,73,59,144,4,3,1,116,3,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,,,403,0,32,435,531,Grupo de recuento,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,596,B,1,0,B,4,46,61,2,6,6,11,100,6,18,1,0,0,0,45,,,,,,,1,2,0,0,1,1,,,311,0,24,335,608,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,B,1,0,B,2,31,41,1,2,5,8,40,3,64,1,1,0,2,20,,,,,,,0,0,0,0,1,1,,,223,0,23,246,450,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,597,C,1,0,C01,2,28,58,2,4,0,12,43,2,52,0,0,0,2,9,,,,,,,0,1,0,1,1,2,,,219,0,16,235,449,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,598,B,1,0,B,4,41,100,1,6,13,11,96,7,38,1,3,0,0,23,,,,,,,1,1,0,0,0,2,,,348,0,29,377,720,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,B,1,0,B,2,53,51,2,7,3,17,95,3,21,4,1,0,0,35,,,,,,,1,1,0,0,0,0,,,296,0,8,304,586,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,599,C,1,0,C01,2,45,66,2,8,3,17,88,3,26,2,1,0,1,38,,,,,,,0,2,0,0,0,1,,,305,0,20,325,585,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,600,B,1,0,B,2,19,124,0,10,0,15,10,1,4,0,0,0,0,7,,,,,,,0,0,0,0,0,0,,,192,0,18,210,839,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,602,B,1,0,B,7,91,109,0,6,17,41,107,4,9,1,4,0,3,42,,,,,,,0,0,1,0,2,0,,,444,0,15,459,708,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,603,B,1,0,B,7,54,71,5,4,6,51,53,1,6,0,5,0,1,34,,,,,,,1,0,0,0,1,0,,,300,0,9,309,482,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,B,1,0,B,3,40,80,2,2,5,57,68,9,10,2,0,0,1,21,,,,,,,2,0,0,0,0,0,,,302,0,11,313,520,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,604,C,1,0,C01,5,48,72,1,5,8,58,64,5,12,4,1,0,1,17,,,,,,,0,0,0,0,0,2,,,303,0,17,320,519,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,B,1,0,B,7,29,69,1,4,5,16,74,2,22,0,3,0,1,16,,,,,,,0,0,0,1,0,0,,,250,0,20,270,477,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,605,C,1,0,C01,1,27,54,0,2,5,35,75,2,9,0,1,0,1,20,,,,,,,0,0,0,0,3,2,,,237,0,15,252,476,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,606,B,1,0,B,2,32,52,2,1,5,27,44,4,6,0,6,0,1,34,,,,,,,0,0,0,1,0,0,,,217,0,9,226,378,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,606,C,1,0,C01,4,45,61,1,5,2,29,34,3,8,0,1,0,3,29,,,,,,,1,0,1,0,1,1,,,229,0,15,244,378,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,B,1,0,B,1,31,82,9,0,2,24,72,0,13,0,1,2,1,42,,,,,,,0,1,0,2,0,1,,,284,0,3,287,472,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,607,C,1,0,C01,9,28,71,10,0,9,28,48,4,9,3,1,0,3,47,,,,,,,3,0,0,0,3,1,,,277,0,19,296,472,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,608,B,1,0,B,7,59,117,6,8,13,47,108,3,30,2,1,1,5,33,,,,,,,0,0,0,0,1,1,,,442,0,27,469,745,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,B,1,0,B,3,55,90,0,5,10,60,66,2,14,2,2,0,4,27,,,,,,,1,2,0,0,0,0,,,343,0,32,375,644,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,609,C,1,0,C01,3,54,88,1,2,13,89,67,3,14,3,3,0,4,33,,,,,,,1,1,0,1,1,1,,,382,0,13,395,644,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,B,1,0,B,6,36,98,2,1,2,29,72,1,20,5,0,1,3,36,,,,,,,0,0,0,0,0,0,,,312,0,20,332,560,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,610,C,1,0,C01,7,44,123,1,1,4,26,68,1,7,0,0,1,6,23,,,,,,,0,1,0,1,1,2,,,317,0,20,337,559,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,B,1,0,B,2,51,104,2,2,19,40,91,10,20,17,1,0,1,72,,,,,,,0,0,0,0,2,2,,,436,0,30,466,717,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,611,C,1,0,C01,5,43,97,4,2,6,38,92,3,17,17,0,0,5,91,,,,,,,0,2,1,0,0,0,,,423,0,20,443,716,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,612,B,1,0,B,3,14,150,1,7,0,12,69,1,21,0,0,0,0,26,,,,,,,0,0,0,0,0,1,,,305,0,26,331,483,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,613,B,1,0,B,2,19,135,0,10,2,15,10,1,4,0,0,0,0,7,,,,,,,2,6,1,0,0,0,,,214,0,19,233,325,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,614,B,1,0,B,0,5,63,0,0,2,2,3,1,2,0,0,0,0,32,,,,,,,0,0,0,0,0,0,,,110,0,0,110,109,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,615,B,1,0,B,3,8,41,1,1,0,10,5,1,2,0,0,0,0,8,,,,,,,0,0,0,0,1,0,,,81,0,10,91,174,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,616,B,1,0,B,0,29,38,2,0,2,44,14,1,1,0,0,0,0,17,,,,,,,1,0,0,0,2,0,,,151,0,6,157,258,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,619,B,1,0,B,4,36,60,2,3,5,12,48,4,4,0,0,0,0,164,,,,,,,0,2,0,0,0,1,,,345,2,24,371,580,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,620,B,1,0,B,2,8,27,0,1,6,13,34,0,2,0,0,1,0,24,,,,,,,0,0,0,0,0,2,,,120,0,6,126,219,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,621,B,1,0,B,4,36,99,1,1,6,41,79,9,2,0,1,0,0,78,,,,,,,0,1,0,1,0,2,,,361,0,19,380,594,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,B,1,0,B,0,52,74,1,5,3,23,46,6,8,0,0,0,0,82,,,,,,,0,1,0,0,0,0,,,301,0,37,338,495,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,E,1,0,E01,4,45,32,2,7,6,10,51,1,2,0,16,1,0,12,,,,,,,3,0,0,0,0,2,,,194,0,27,221,469,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,622,E,2,0,E02,0,23,11,0,0,1,20,17,1,3,0,0,0,0,12,,,,,,,1,0,0,0,1,1,,,91,0,6,97,158,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,B,1,0,B,2,62,45,1,4,2,19,38,0,3,1,6,1,0,50,,,,,,,0,1,0,0,3,1,,,239,0,28,267,405,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,623,C,1,0,C01,2,34,56,1,2,3,21,44,3,4,0,0,0,1,62,,,,,,,0,0,0,0,1,1,,,235,0,24,259,404,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,B,1,0,B,3,43,84,7,3,5,16,60,0,1,0,2,0,0,22,,,,,,,0,0,0,0,0,0,,,246,0,16,262,407,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,624,C,1,0,C01,3,31,89,2,3,4,17,39,3,2,0,0,1,2,33,,,,,,,1,1,0,1,3,2,,,237,0,18,255,407,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,626,B,1,0,B,2,15,31,0,3,4,12,44,0,0,0,0,0,3,20,,,,,,,0,0,0,0,1,0,,,135,0,17,152,230,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,627,B,1,0,B,4,53,160,1,7,5,23,100,4,3,0,2,2,2,19,,,,,,,0,0,0,0,0,1,,,386,0,32,418,655,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,628,B,1,0,B,1,29,45,0,0,1,12,9,0,22,0,0,0,0,11,,,,,,,0,0,0,0,0,0,,,130,0,19,149,258,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,630,B,1,0,B,4,31,55,5,1,6,47,31,4,2,1,0,0,0,29,,,,,,,0,0,0,0,1,0,,,217,0,26,243,384,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,631,B,1,0,B,0,30,83,1,1,2,12,16,2,0,0,0,0,0,14,,,,,,,0,0,0,0,0,0,,,161,0,13,174,248,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,632,B,1,0,B,0,68,73,4,6,2,12,36,8,3,2,1,0,1,34,,,,,,,0,0,0,3,0,1,,,254,0,16,270,407,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,633,B,1,0,B,2,72,43,1,4,1,16,43,4,24,9,0,0,0,17,,,,,,,0,0,0,0,0,0,,,236,0,19,255,410,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,634,B,1,0,B,0,11,64,1,3,12,15,11,0,7,0,0,0,0,20,,,,,,,1,0,0,0,0,0,,,145,0,5,150,238,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,636,B,1,0,B,0,10,39,0,1,3,12,9,4,34,1,0,0,0,2,,,,,,,0,0,0,1,0,0,,,116,0,16,132,217,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,637,B,1,0,B,0,65,97,2,1,62,10,19,1,21,0,0,0,0,11,,,,,,,1,0,0,12,0,0,,,302,0,29,331,570,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,638,B,1,0,B,2,12,45,0,1,1,6,39,1,2,0,0,0,10,4,,,,,,,0,0,0,0,0,1,,,124,0,10,134,239,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,639,B,1,0,B,2,65,130,3,2,13,28,48,19,11,0,0,2,4,54,,,,,,,0,1,0,1,0,2,,,385,0,28,413,660,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,640,B,1,0,B,2,6,34,0,10,24,8,28,8,11,0,0,1,0,60,,,,,,,0,0,0,1,1,1,,,195,0,16,211,323,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,641,B,1,0,B,5,19,84,4,2,19,54,45,31,25,9,2,1,7,48,,,,,,,2,0,0,3,1,2,,,363,0,59,422,658,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,642,B,1,0,B,2,25,29,0,1,2,9,8,0,4,1,0,0,1,64,,,,,,,1,0,0,0,0,0,,,147,0,7,154,231,Acta casilla,,,
12,GUERRERO,10,TECPAN DE GALEANA,11,ATOYAC DE ALVAREZ,644,B,1,0,B,2,36,31,1,0,4,3,8,0,31,0,2,0,2,6,,,,,,,0,0,0,0,0,0,,,126,0,17,143,222,Acta casilla,,,
